publication_id,topic_id,topic_name,score,subfield,field,domain
W3118615836,T12443,Delphi Technique in Research,0.9458000063896179,Sociology and Political Science,Social Sciences,Social Sciences
W2970684805,T10206,Meta-analysis and systematic reviews,0.9997000098228455,"Statistics, Probability and Uncertainty",Decision Sciences,Social Sciences
W2970684805,T10804,"Health Systems, Economic Evaluations, Quality of Life",0.998199999332428,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
W2970684805,T12443,Delphi Technique in Research,0.9897000193595886,Sociology and Political Science,Social Sciences,Social Sciences
W2531269403,T10804,"Health Systems, Economic Evaluations, Quality of Life",0.9987000226974487,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
W2531269403,T10206,Meta-analysis and systematic reviews,0.9952999949455261,"Statistics, Probability and Uncertainty",Decision Sciences,Social Sciences
W2531269403,T11590,Primary Care and Health Outcomes,0.9890999794006348,General Health Professions,Health Professions,Health Sciences
W2098923148,T10206,Meta-analysis and systematic reviews,0.9994000196456909,"Statistics, Probability and Uncertainty",Decision Sciences,Social Sciences
W2098923148,T10804,"Health Systems, Economic Evaluations, Quality of Life",0.9961000084877014,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
W2098923148,T13555,"Healthcare cost, quality, practices",0.9884999990463257,General Health Professions,Health Professions,Health Sciences
W2156098321,T10206,Meta-analysis and systematic reviews,0.9987999796867371,"Statistics, Probability and Uncertainty",Decision Sciences,Social Sciences
W2156098321,T12443,Delphi Technique in Research,0.9846000075340271,Sociology and Political Science,Social Sciences,Social Sciences
W2156098321,T11744,Health Sciences Research and Education,0.9638000130653381,General Health Professions,Health Professions,Health Sciences
W2134833483,T10206,Meta-analysis and systematic reviews,0.9994000196456909,"Statistics, Probability and Uncertainty",Decision Sciences,Social Sciences
W2134833483,T10804,"Health Systems, Economic Evaluations, Quality of Life",0.9653000235557556,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
W2134833483,T12443,Delphi Technique in Research,0.9639999866485596,Sociology and Political Science,Social Sciences,Social Sciences
W2165010366,T12664,Clinical practice guidelines implementation,0.9965000152587891,"Public Health, Environmental and Occupational Health",Medicine,Health Sciences
W2165010366,T10206,Meta-analysis and systematic reviews,0.9947999715805054,"Statistics, Probability and Uncertainty",Decision Sciences,Social Sciences
W2165010366,T10804,"Health Systems, Economic Evaluations, Quality of Life",0.9890999794006348,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
W2125435699,T10206,Meta-analysis and systematic reviews,0.998199999332428,"Statistics, Probability and Uncertainty",Decision Sciences,Social Sciences
W2125435699,T11116,"Trauma, Hemostasis, Coagulopathy, Resuscitation",0.9657999873161316,Critical Care and Intensive Care Medicine,Medicine,Health Sciences
W2125435699,T11744,Health Sciences Research and Education,0.963699996471405,General Health Professions,Health Professions,Health Sciences
W2104129218,T10010,"Obesity, Physical Activity, Diet",0.9994999766349792,"Public Health, Environmental and Occupational Health",Medicine,Health Sciences
W2104129218,T11629,"Birth, Development, and Health",0.9900000095367432,"Pediatrics, Perinatology and Child Health",Medicine,Health Sciences
W2104129218,T10596,Child Nutrition and Water Access,0.9750000238418579,Nutrition and Dietetics,Nursing,Health Sciences
W2157823046,T10206,Meta-analysis and systematic reviews,0.9994999766349792,"Statistics, Probability and Uncertainty",Decision Sciences,Social Sciences
W2157823046,T11235,Statistical Methods in Clinical Trials,0.9753000140190125,Statistics and Probability,Mathematics,Physical Sciences
W2157823046,T11700,Hemodynamic Monitoring and Therapy,0.9731000065803528,Surgery,Medicine,Health Sciences
W2106952837,T11744,Health Sciences Research and Education,0.9972000122070312,General Health Professions,Health Professions,Health Sciences
W2106952837,T10206,Meta-analysis and systematic reviews,0.9846000075340271,"Statistics, Probability and Uncertainty",Decision Sciences,Social Sciences
W2106952837,T12664,Clinical practice guidelines implementation,0.9833999872207642,"Public Health, Environmental and Occupational Health",Medicine,Health Sciences
W2121960517,T11235,Statistical Methods in Clinical Trials,0.9861999750137329,Statistics and Probability,Mathematics,Physical Sciences
W2121960517,T10185,Lymphoma Diagnosis and Treatment,0.9570000171661377,Pathology and Forensic Medicine,Medicine,Health Sciences
W2121960517,T10136,Statistical Methods and Inference,0.9210000038146973,Statistics and Probability,Mathematics,Physical Sciences
W2560367415,T10158,Cancer Immunotherapy and Biomarkers,1.0,Oncology,Medicine,Health Sciences
W2560367415,T11491,CAR-T cell therapy research,0.9969000220298767,Oncology,Medicine,Health Sciences
W2560367415,T10580,Immunotherapy and Immune Responses,0.9958000183105469,Immunology,Immunology and Microbiology,Life Sciences
W2052853635,T10294,Cell death mechanisms and regulation,0.9973000288009644,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2052853635,T10725,RNA Interference and Gene Delivery,0.9857000112533569,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2052853635,T10583,Cancer-related Molecular Pathways,0.982200026512146,Oncology,Medicine,Health Sciences
W2033952602,T11981,Qualitative Research Methods and Ethics,0.05469999834895134,Sociology and Political Science,Social Sciences,Social Sciences
W2033952602,T12880,Qualitative Research Methods and Applications,0.04520000144839287,Education,Social Sciences,Social Sciences
W1995341919,T11727,Advanced Algebra and Logic,0.9229000210762024,Computational Theory and Mathematics,Computer Science,Physical Sciences
W2173251738,T10029,Climate variability and models,0.9998999834060669,Global and Planetary Change,Environmental Science,Physical Sciences
W2173251738,T10466,Meteorological Phenomena and Simulations,0.9998999834060669,Atmospheric Science,Earth and Planetary Sciences,Physical Sciences
W2173251738,T11588,Atmospheric and Environmental Gas Dynamics,0.9997000098228455,Global and Planetary Change,Environmental Science,Physical Sciences
W2121001699,T10609,Digital Marketing and Social Media,0.9991000294685364,Sociology and Political Science,Social Sciences,Social Sciences
W2121001699,T12028,Knowledge Management and Sharing,0.9987999796867371,Communication,Social Sciences,Social Sciences
W2121001699,T10355,Impact of Technology on Adolescents,0.9958999752998352,Sociology and Political Science,Social Sciences,Social Sciences
W4393935425,T10556,Global Cancer Incidence and Screening,0.9994999766349792,Oncology,Medicine,Health Sciences
W4393935425,T14078,Multiple and Secondary Primary Cancers,0.9950000047683716,Epidemiology,Medicine,Health Sciences
W4393935425,T10552,Colorectal Cancer Screening and Detection,0.9889000058174133,Oncology,Medicine,Health Sciences
W4315754639,T10556,Global Cancer Incidence and Screening,0.9991000294685364,Oncology,Medicine,Health Sciences
W4315754639,T10146,Cervical Cancer and HPV Research,0.991599977016449,Epidemiology,Medicine,Health Sciences
W4315754639,T11296,COVID-19 and healthcare impacts,0.989300012588501,Oncology,Medicine,Health Sciences
W4206841660,T10556,Global Cancer Incidence and Screening,0.9994000196456909,Oncology,Medicine,Health Sciences
W4206841660,T12708,Economic and Financial Impacts of Cancer,0.9934999942779541,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
W4206841660,T12103,Cancer Risks and Factors,0.9907000064849854,Oncology,Medicine,Health Sciences
W3119005666,T10556,Global Cancer Incidence and Screening,0.9980999827384949,Oncology,Medicine,Health Sciences
W3119005666,T10552,Colorectal Cancer Screening and Detection,0.9948999881744385,Oncology,Medicine,Health Sciences
W3119005666,T11287,Cancer Genomics and Diagnostics,0.9944999814033508,Cancer Research,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W3128646645,T10556,Global Cancer Incidence and Screening,0.9994999766349792,Oncology,Medicine,Health Sciences
W3128646645,T10552,Colorectal Cancer Screening and Detection,0.9961000084877014,Oncology,Medicine,Health Sciences
W3128646645,T14078,Multiple and Secondary Primary Cancers,0.9872999787330627,Epidemiology,Medicine,Health Sciences
W2999417355,T12708,Economic and Financial Impacts of Cancer,0.9994000196456909,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
W2999417355,T10556,Global Cancer Incidence and Screening,0.9990000128746033,Oncology,Medicine,Health Sciences
W2999417355,T11287,Cancer Genomics and Diagnostics,0.9929999709129333,Cancer Research,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2911188335,T10556,Global Cancer Incidence and Screening,0.9994000196456909,Oncology,Medicine,Health Sciences
W2911188335,T12708,Economic and Financial Impacts of Cancer,0.9977999925613403,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
W2911188335,T10552,Colorectal Cancer Screening and Detection,0.9858999848365784,Oncology,Medicine,Health Sciences
W2781525129,T10556,Global Cancer Incidence and Screening,0.9997000098228455,Oncology,Medicine,Health Sciences
W2781525129,T12708,Economic and Financial Impacts of Cancer,0.998199999332428,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
W2781525129,T10552,Colorectal Cancer Screening and Detection,0.9941999912261963,Oncology,Medicine,Health Sciences
W2889646458,T10556,Global Cancer Incidence and Screening,0.9997000098228455,Oncology,Medicine,Health Sciences
W2889646458,T10552,Colorectal Cancer Screening and Detection,0.9962999820709229,Oncology,Medicine,Health Sciences
W2889646458,T12708,Economic and Financial Impacts of Cancer,0.9908999800682068,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
W2272984102,T10556,Global Cancer Incidence and Screening,0.998199999332428,Oncology,Medicine,Health Sciences
W2272984102,T10552,Colorectal Cancer Screening and Detection,0.9921000003814697,Oncology,Medicine,Health Sciences
W2272984102,T11531,Healthcare Systems and Reforms,0.9764999747276306,Finance,"Economics, Econometrics and Finance",Social Sciences
W2235523093,T10556,Global Cancer Incidence and Screening,0.9994000196456909,Oncology,Medicine,Health Sciences
W2235523093,T10552,Colorectal Cancer Screening and Detection,0.9983000159263611,Oncology,Medicine,Health Sciences
W2235523093,T12708,Economic and Financial Impacts of Cancer,0.9958999752998352,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
W2917837889,T10552,Colorectal Cancer Screening and Detection,0.9965999722480774,Oncology,Medicine,Health Sciences
W2917837889,T10556,Global Cancer Incidence and Screening,0.9958000183105469,Oncology,Medicine,Health Sciences
W2917837889,T10619,Esophageal Cancer Research and Treatment,0.9843000173568726,Surgery,Medicine,Health Sciences
W2106787323,T10552,Colorectal Cancer Screening and Detection,0.9955999851226807,Oncology,Medicine,Health Sciences
W2106787323,T10556,Global Cancer Incidence and Screening,0.9955999851226807,Oncology,Medicine,Health Sciences
W2106787323,T10146,Cervical Cancer and HPV Research,0.9646000266075134,Epidemiology,Medicine,Health Sciences
W2020830322,T10556,Global Cancer Incidence and Screening,0.9901999831199646,Oncology,Medicine,Health Sciences
W2020830322,T10552,Colorectal Cancer Screening and Detection,0.9829999804496765,Oncology,Medicine,Health Sciences
W2020830322,T10146,Cervical Cancer and HPV Research,0.9822999835014343,Epidemiology,Medicine,Health Sciences
W4300009529,T14296,Climate Change and Sustainable Development,0.05559999868273735,Global and Planetary Change,Environmental Science,Physical Sciences
W2296319761,T10963,Advanced Optimization Algorithms Research,0.9998000264167786,Numerical Analysis,Mathematics,Physical Sciences
W2296319761,T10792,Matrix Theory and Algorithms,0.9783999919891357,Computational Theory and Mathematics,Computer Science,Physical Sciences
W2296319761,T11697,Numerical Methods and Algorithms,0.9706000089645386,Computational Theory and Mathematics,Computer Science,Physical Sciences
W2033819227,T12983,Satellite Image Processing and Photogrammetry,0.9911999702453613,Ocean Engineering,Engineering,Physical Sciences
W2033819227,T10531,Advanced Vision and Imaging,0.9879000186920166,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W2033819227,T11211,3D Surveying and Cultural Heritage,0.958899974822998,Geology,Earth and Planetary Sciences,Physical Sciences
W1666853924,T13493,Optical and Acousto-Optic Technologies,0.45249998569488525,"Atomic and Molecular Physics, and Optics",Physics and Astronomy,Physical Sciences
W4210702550,T11806,Service-Learning and Community Engagement,0.65829998254776,Education,Social Sciences,Social Sciences
W4210702550,T11466,Innovative Education and Learning Practices,0.5767999887466431,Human Factors and Ergonomics,Social Sciences,Social Sciences
W4210702550,T10008,Teacher Education and Leadership Studies,0.5626999735832214,Education,Social Sciences,Social Sciences
W950821216,T10064,Complex Network Analysis Techniques,0.6919000148773193,Statistical and Nonlinear Physics,Physics and Astronomy,Physical Sciences
W4245961435,T11466,Innovative Education and Learning Practices,0.45159998536109924,Human Factors and Ergonomics,Social Sciences,Social Sciences
W4233654598,T10319,"Conservation, Biodiversity, and Resource Management",0.5145000219345093,Global and Planetary Change,Environmental Science,Physical Sciences
W4298413470,T10503,Global Financial Crisis and Policies,0.4767000079154968,Finance,"Economics, Econometrics and Finance",Social Sciences
W4298413470,T11742,Economic Theory and Policy,0.41530001163482666,"General Economics, Econometrics and Finance","Economics, Econometrics and Finance",Social Sciences
W2133469585,T10315,Decision-Making and Behavioral Economics,0.9984999895095825,General Decision Sciences,Decision Sciences,Social Sciences
W2133469585,T10841,Economic and Environmental Valuation,0.9714999794960022,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
W2133469585,T11303,Bayesian Modeling and Causal Inference,0.9205999970436096,Artificial Intelligence,Computer Science,Physical Sciences
W4301056702,T13379,"Multiculturalism, Politics, Migration, Gender",0.9830999970436096,Political Science and International Relations,Social Sciences,Social Sciences
W4301056702,T13070,Cultural Identity and Heritage,0.9372000098228455,Archeology,Arts and Humanities,Social Sciences
W4301056702,T11475,French Urban and Social Studies,0.9190999865531921,Sociology and Political Science,Social Sciences,Social Sciences
W2118338381,T14356,Organizational Leadership and Management Strategies,0.1234000027179718,Strategy and Management,"Business, Management and Accounting",Social Sciences
W2152311269,T10387,Fatty Acid Research and Health,0.9968000054359436,Nutrition and Dietetics,Nursing,Health Sciences
W2152311269,T11844,Lipid metabolism and biosynthesis,0.9950000047683716,Biochemistry,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2152311269,T10836,Metabolomics and Mass Spectrometry Studies,0.9926000237464905,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2300552860,T10387,Fatty Acid Research and Health,0.9968000054359436,Nutrition and Dietetics,Nursing,Health Sciences
W2300552860,T11844,Lipid metabolism and biosynthesis,0.9950000047683716,Biochemistry,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2300552860,T10836,Metabolomics and Mass Spectrometry Studies,0.9926000237464905,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2038533471,T10607,Magnetic and transport properties of perovskites and related materials,0.9983000159263611,"Electronic, Optical and Magnetic Materials",Materials Science,Physical Sciences
W2038533471,T10037,Physics of Superconductivity and Magnetism,0.9976999759674072,Condensed Matter Physics,Physics and Astronomy,Physical Sciences
W2038533471,T10382,Quantum and electron transport phenomena,0.9976000189781189,"Atomic and Molecular Physics, and Optics",Physics and Astronomy,Physical Sciences
W1999130958,T12664,Clinical practice guidelines implementation,0.9959999918937683,"Public Health, Environmental and Occupational Health",Medicine,Health Sciences
W1999130958,T12708,Economic and Financial Impacts of Cancer,0.9955999851226807,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
W1999130958,T10804,"Health Systems, Economic Evaluations, Quality of Life",0.9884999990463257,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
W2149441684,T11287,Cancer Genomics and Diagnostics,0.9997000098228455,Cancer Research,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2149441684,T11642,Genomics and Rare Diseases,0.9944999814033508,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2149441684,T10887,Bioinformatics and Genomic Networks,0.9886999726295471,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W3009912996,T10118,SARS-CoV-2 and COVID-19 Research,1.0,Infectious Diseases,Medicine,Health Sciences
W3009912996,T10041,COVID-19 Clinical Research Studies,0.9983000159263611,Infectious Diseases,Medicine,Health Sciences
W3009912996,T11581,Viral Infections and Outbreaks Research,0.9890000224113464,Infectious Diseases,Medicine,Health Sciences
W2949177718,T11289,Single-cell and spatial transcriptomics,1.0,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2949177718,T12859,Cell Image Analysis Techniques,0.9889000058174133,Biophysics,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2949177718,T10540,Advanced Fluorescence Microscopy Techniques,0.983299970626831,Biophysics,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W1997183854,T11297,Ferroptosis and cancer prognosis,0.9980000257492065,Pulmonary and Respiratory Medicine,Medicine,Health Sciences
W1997183854,T10915,Trace Elements in Health,0.9900000095367432,Nutrition and Dietetics,Nursing,Health Sciences
W1997183854,T10587,Autophagy in Disease and Therapy,0.9842000007629395,Epidemiology,Medicine,Health Sciences
W2117692326,T10336,Cancer Cells and Metastasis,0.9991999864578247,Oncology,Medicine,Health Sciences
W2117692326,T10631,"Cancer, Hypoxia, and Metabolism",0.9933000206947327,Cancer Research,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2117692326,T10583,Cancer-related Molecular Pathways,0.9926999807357788,Oncology,Medicine,Health Sciences
W2162674813,T10062,MicroRNA in disease regulation,1.0,Cancer Research,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2162674813,T11765,Circular RNAs in diseases,0.9958999752998352,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2162674813,T10725,RNA Interference and Gene Delivery,0.989300012588501,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2138977668,T10505,Pluripotent Stem Cells Research,0.9995999932289124,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2138977668,T10176,Mesenchymal stem cell research,0.9779999852180481,Genetics,Medicine,Health Sciences
W2138977668,T12264,Tissue Engineering and Regenerative Medicine,0.9718999862670898,Surgery,Medicine,Health Sciences
W2125987139,T10505,Pluripotent Stem Cells Research,0.9998999834060669,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2125987139,T10878,CRISPR and Genetic Engineering,0.9922999739646912,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2125987139,T12140,Renal and related cancers,0.9914000034332275,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W144423133,T10184,Plant Molecular Biology Research,0.9994000196456909,Plant Science,Agricultural and Biological Sciences,Life Sciences
W144423133,T10494,Plant Virus Research Studies,0.9988999962806702,Plant Science,Agricultural and Biological Sciences,Life Sciences
W144423133,T12858,Plant Disease Resistance and Genetics,0.9940000176429749,Plant Science,Agricultural and Biological Sciences,Life Sciences
W2034269086,T10583,Cancer-related Molecular Pathways,0.9980000257492065,Oncology,Medicine,Health Sciences
W2034269086,T10336,Cancer Cells and Metastasis,0.9939000010490417,Oncology,Medicine,Health Sciences
W2034269086,T10123,DNA Repair Mechanisms,0.9890999794006348,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W1523693806,T10587,Autophagy in Disease and Therapy,0.9998999834060669,Epidemiology,Medicine,Health Sciences
W1523693806,T10170,Retinal Diseases and Treatments,0.98580002784729,Ophthalmology,Medicine,Health Sciences
W1523693806,T11848,Heme Oxygenase-1 and Carbon Monoxide,0.9710000157356262,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2018289835,T12910,Eicosanoids and Hypertension Pharmacology,0.9983000159263611,Biochemistry,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2018289835,T11332,"Genomics, phytochemicals, and oxidative stress",0.9957000017166138,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2018289835,T11884,Redox biology and oxidative stress,0.9951000213623047,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W1487127700,T10791,Advanced Control Systems Optimization,0.8015999794006348,Control and Systems Engineering,Engineering,Physical Sciences
W1997151511,T11177,Spectroscopy and Quantum Chemical Studies,0.9998999834060669,"Atomic and Molecular Physics, and Optics",Physics and Astronomy,Physical Sciences
W1997151511,T11129,Photochemistry and Electron Transfer Studies,0.9991999864578247,Physical and Theoretical Chemistry,Chemistry,Physical Sciences
W1997151511,T11449,Mechanical and Optical Resonators,0.9905999898910522,"Atomic and Molecular Physics, and Optics",Physics and Astronomy,Physical Sciences
W2110540540,T10078,Advanced Photocatalysis Techniques,0.9757000207901001,"Renewable Energy, Sustainability and the Environment",Energy,Physical Sciences
W2110540540,T11434,Electrochemical Analysis and Applications,0.9689000248908997,Electrochemistry,Chemistry,Physical Sciences
W2110540540,T10024,TiO2 Photocatalysis and Solar Cells,0.9049000144004822,"Renewable Energy, Sustainability and the Environment",Energy,Physical Sciences
W2038767330,T10798,Crystallography and molecular interactions,0.9944000244140625,Physical and Theoretical Chemistry,Chemistry,Physical Sciences
W2038767330,T11746,Inorganic and Organometallic Chemistry,0.9889000058174133,Organic Chemistry,Chemistry,Physical Sciences
W2038767330,T12748,Molecular spectroscopy and chirality,0.9876999855041504,Spectroscopy,Chemistry,Physical Sciences
W2140190241,T11106,Data Management and Algorithms,0.9991000294685364,Signal Processing,Computer Science,Physical Sciences
W2140190241,T10538,Data Mining Algorithms and Applications,0.9987000226974487,Information Systems,Computer Science,Physical Sciences
W2140190241,T10317,Advanced Database Systems and Queries,0.9975000023841858,Computer Networks and Communications,Computer Science,Physical Sciences
W1815596065,T13283,Mental Health Research Topics,0.49459999799728394,Experimental and Cognitive Psychology,Psychology,Social Sciences
W2147264455,T11120,Nonprofit Sector and Volunteering,0.2890999913215637,Sociology and Political Science,Social Sciences,Social Sciences
W4293586167,T10157,Sports Performance and Training,0.07819999754428864,Orthopedics and Sports Medicine,Medicine,Health Sciences
W2122410182,T13062,Cognitive Computing and Networks,0.14830000698566437,Artificial Intelligence,Computer Science,Physical Sciences
W2122410182,T14420,Advanced Research in Systems and Signal Processing,0.13600000739097595,Control and Systems Engineering,Engineering,Physical Sciences
W1554663460,T10320,Neural Networks and Applications,0.7178000211715698,Artificial Intelligence,Computer Science,Physical Sciences
W2432517183,T13126,Scientific Research and Discoveries,1.0,Statistical and Nonlinear Physics,Physics and Astronomy,Physical Sciences
W2432517183,T13650,Computational Physics and Python Applications,0.9620000123977661,Artificial Intelligence,Computer Science,Physical Sciences
W2432517183,T13307,Diverse Scientific and Engineering Research,0.9103000164031982,Computational Mechanics,Engineering,Physical Sciences
W2797247465,T11871,Advanced Statistical Methods and Models,0.9948999881744385,Statistics and Probability,Mathematics,Physical Sciences
W2797247465,T13141,Statistical Methods and Applications,0.9898999929428101,Statistics and Probability,Mathematics,Physical Sciences
W2797247465,T13748,Advanced Statistical Modeling Techniques,0.9739000201225281,Computer Networks and Communications,Computer Science,Physical Sciences
W1973948212,T10410,COVID-19 epidemiological studies,0.04399999976158142,Modeling and Simulation,Mathematics,Physical Sciences
W1973948212,T10845,Advanced Causal Inference Techniques,0.04010000079870224,Statistics and Probability,Mathematics,Physical Sciences
W2153943092,T11810,Complex Systems and Decision Making,0.5559999942779541,Management Science and Operations Research,Decision Sciences,Social Sciences
W1541515907,T14503,"Globalization, Economics, and Policies",0.5101000070571899,Economics and Econometrics,"Economics, Econometrics and Finance",Social Sciences
W1541515907,T12903,Globalization and Cultural Identity,0.5084999799728394,Sociology and Political Science,Social Sciences,Social Sciences
W1541515907,T14302,European Politics and Security,0.45339998602867126,Political Science and International Relations,Social Sciences,Social Sciences
W2157207849,T11743,Political Economy and Marxism,0.26969999074935913,Sociology and Political Science,Social Sciences,Social Sciences
W2157207849,T13158,Political and Economic history of UK and US,0.23260000348091125,Political Science and International Relations,Social Sciences,Social Sciences
W2157207849,T10443,Social Policy and Reform Studies,0.2160000056028366,Political Science and International Relations,Social Sciences,Social Sciences
W3023540311,T10100,Metaheuristic Optimization Algorithms Research,0.6865000128746033,Artificial Intelligence,Computer Science,Physical Sciences
W2160456562,T10117,Advanced Combustion Engine Technologies,0.9972000122070312,Fluid Flow and Transfer Processes,Chemical Engineering,Physical Sciences
W2160456562,T10507,Biodiesel Production and Applications,0.9864000082015991,Biomedical Engineering,Engineering,Physical Sciences
W2160456562,T12095,Vehicle emissions and performance,0.9448999762535095,Automotive Engineering,Engineering,Physical Sciences
W2285072859,T10745,Heart Rate Variability and Autonomic Control,0.9998000264167786,Cardiology and Cardiovascular Medicine,Medicine,Health Sciences
W2285072859,T11196,Non-Invasive Vital Sign Monitoring,0.9908999800682068,Biomedical Engineering,Engineering,Physical Sciences
W2285072859,T11209,Cardiovascular and exercise physiology,0.9298999905586243,Complementary and alternative medicine,Medicine,Health Sciences
W3199943451,T10385,Plant Diversity and Evolution,0.13079999387264252,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences
W3199943451,T13506,Botanical Research and Chemistry,0.12439999729394913,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences
W3199943451,T13238,Botanical Studies and Applications,0.12129999697208405,Plant Science,Agricultural and Biological Sciences,Life Sciences
W2004778468,T11764,Evolution and Genetic Dynamics,0.15880000591278076,Genetics,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W1866311589,T12100,Advanced Mathematical Modeling in Engineering,0.37310001254081726,Computational Theory and Mathematics,Computer Science,Physical Sciences
W1866311589,T10194,Nonlinear Partial Differential Equations,0.163100004196167,Applied Mathematics,Mathematics,Physical Sciences
W1866311589,T11416,Numerical methods for differential equations,0.07999999821186066,Numerical Analysis,Mathematics,Physical Sciences
W1575147392,T12727,Differential Equations and Numerical Methods,0.8654000163078308,Numerical Analysis,Mathematics,Physical Sciences
W1575147392,T12100,Advanced Mathematical Modeling in Engineering,0.7958999872207642,Computational Theory and Mathematics,Computer Science,Physical Sciences
W1575147392,T11022,Spectral Theory in Mathematical Physics,0.7875999808311462,Mathematical Physics,Mathematics,Physical Sciences
W2168420558,T11970,Molecular Biology Techniques and Applications,0.9998999834060669,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2168420558,T12640,Environmental DNA in Biodiversity Studies,0.9309999942779541,Ecology,Environmental Science,Physical Sciences
W2168420558,T10885,Gene expression and cancer classification,0.9186000227928162,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2116404316,T10027,"Diabetes, Cardiovascular Risks, and Lipoproteins",0.9940999746322632,"Endocrinology, Diabetes and Metabolism",Medicine,Health Sciences
W2116404316,T10394,Lipoproteins and Cardiovascular Health,0.9883999824523926,Surgery,Medicine,Health Sciences
W2116404316,T12465,"Cancer, Lipids, and Metabolism",0.9671000242233276,Cancer Research,"Biochemistry, Genetics and Molecular Biology",Life Sciences
W2163605009,T10036,Advanced Neural Network Applications,0.9998000264167786,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W2163605009,T11307,Domain Adaptation and Few-Shot Learning,0.9990000128746033,Artificial Intelligence,Computer Science,Physical Sciences
W2163605009,T11105,Advanced Image Processing Techniques,0.9966999888420105,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W2173213060,T10101,Cloud Computing and Resource Management,0.9991000294685364,Information Systems,Computer Science,Physical Sciences
W2173213060,T11181,Advanced Data Storage Technologies,0.9954000115394592,Computer Networks and Communications,Computer Science,Physical Sciences
W2173213060,T10054,Parallel Computing and Optimization Techniques,0.9843000173568726,Hardware and Architecture,Computer Science,Physical Sciences
W2085261163,T12072,Machine Learning and Algorithms,0.9987999796867371,Artificial Intelligence,Computer Science,Physical Sciences
W2085261163,T10627,Advanced Image and Video Retrieval Techniques,0.9962000250816345,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences
W2085261163,T10191,Robotics and Sensor-Based Localization,0.9961000084877014,Aerospace Engineering,Engineering,Physical Sciences
W2007395042,T10002,Advanced Chemical Physics Studies,1.0,"Atomic and Molecular Physics, and Optics",Physics and Astronomy,Physical Sciences
W2007395042,T11177,Spectroscopy and Quantum Chemical Studies,0.9998000264167786,"Atomic and Molecular Physics, and Optics",Physics and Astronomy,Physical Sciences
W2007395042,T12044,Advanced Physical and Chemical Molecular Interactions,0.9993000030517578,Physical and Theoretical Chemistry,Chemistry,Physical Sciences
