id,type,source,target,year,publication_id,journal_id,person_id,author_position,is_corresponding,sort_order,institution_id,institution_name,raw_affiliation,latitude,longitude,topic_id,topic_name,score,keyword_id,keyword_name
has_affiliation:publication:W2112090702->affiliation:I205783295,has_affiliation,publication:W2112090702,affiliation:I205783295,,W2112090702,,,,,,I205783295,Cornell University,,42.44063,-76.49661,,,,,
"has_affiliation:publication:W2112090702->affiliation:department of theoretical and applied mechanics, cornell university, ithaca, new york 14853, usa. djw24@columbia.edu",has_affiliation,publication:W2112090702,"affiliation:department of theoretical and applied mechanics, cornell university, ithaca, new york 14853, usa. djw24@columbia.edu",,W2112090702,,,,,,,,"Department of Theoretical and Applied Mechanics, Cornell University, Ithaca, New York 14853, USA. djw24@columbia.edu",42.44063,-76.49661,,,,,
"has_affiliation:publication:W2112090702->affiliation:department of theoretical and applied mechanics, cornell university, ithaca, new york 14853, usa",has_affiliation,publication:W2112090702,"affiliation:department of theoretical and applied mechanics, cornell university, ithaca, new york 14853, usa",,W2112090702,,,,,,,,"Department of Theoretical and Applied Mechanics, Cornell University, Ithaca, New York 14853, USA",42.44063,-76.49661,,,,,
"has_affiliation:publication:W2112090702->affiliation:department of theoretical and applied mechanics, kimballhall, cornell university, ithaca, 14853, new york, usa",has_affiliation,publication:W2112090702,"affiliation:department of theoretical and applied mechanics, kimballhall, cornell university, ithaca, 14853, new york, usa",,W2112090702,,,,,,,,"Department of Theoretical and Applied Mechanics, KimballHall, Cornell University, Ithaca, 14853, New York, USA",42.44063,-76.49661,,,,,
"has_affiliation:publication:W2112090702->affiliation:department of theoretical and applied mechanics, kimballhall, cornell university, ithaca, usa",has_affiliation,publication:W2112090702,"affiliation:department of theoretical and applied mechanics, kimballhall, cornell university, ithaca, usa",,W2112090702,,,,,,,,"Department of Theoretical and Applied Mechanics, KimballHall, Cornell University, Ithaca, USA",42.44063,-76.49661,,,,,
has_affiliation:publication:W2746485780->affiliation:I149521062,has_affiliation,publication:W2746485780,affiliation:I149521062,,W2746485780,,,,,,I149521062,University of Maryland Center for Environmental Science,,38.56317138671875,-76.07882690429688,,,,,
"has_affiliation:publication:W2746485780->affiliation:center for environmental and estuarine studies, zoology department, university of maryland, box 38, solomons, maryland, 20688, usa",has_affiliation,publication:W2746485780,"affiliation:center for environmental and estuarine studies, zoology department, university of maryland, box 38, solomons, maryland, 20688, usa",,W2746485780,,,,,,,,"Center for Environmental and Estuarine Studies, Zoology Department, University of Maryland, Box 38, Solomons, Maryland, 20688, USA",38.56317138671875,-76.07882690429688,,,,,
"has_affiliation:publication:W2746485780->affiliation:insitute for ecological economics, university of maryland, box 38, solomons, maryland, 20688, usa",has_affiliation,publication:W2746485780,"affiliation:insitute for ecological economics, university of maryland, box 38, solomons, maryland, 20688, usa",,W2746485780,,,,,,,,"Insitute for Ecological Economics, University of Maryland, Box 38, Solomons, Maryland, 20688, USA",38.56317138671875,-76.07882690429688,,,,,
has_affiliation:publication:W2746485780->affiliation:I12834331,has_affiliation,publication:W2746485780,affiliation:I12834331,,W2746485780,,,,,,I12834331,University of Wyoming,,41.31137,-105.5911,,,,,
"has_affiliation:publication:W2746485780->affiliation:economics department (emeritus), university of wyoming, laramie, wyoming, 82070, usa",has_affiliation,publication:W2746485780,"affiliation:economics department (emeritus), university of wyoming, laramie, wyoming, 82070, usa",,W2746485780,,,,,,,,"Economics Department (emeritus), University of Wyoming, Laramie, Wyoming, 82070, USA",41.31137,-105.5911,,,,,
has_affiliation:publication:W2746485780->affiliation:I913481162,has_affiliation,publication:W2746485780,affiliation:I913481162,,W2746485780,,,,,,I913481162,Wageningen University & Research,,51.97,5.66667,,,,,
"has_affiliation:publication:W2746485780->affiliation:center for environment and climate studies, wageningen agricultural university, po box 9101, 6700 hb, wageninengen, the netherlands",has_affiliation,publication:W2746485780,"affiliation:center for environment and climate studies, wageningen agricultural university, po box 9101, 6700 hb, wageninengen, the netherlands",,W2746485780,,,,,,,,"Center for Environment and Climate Studies, Wageningen Agricultural University, PO Box 9101, 6700 HB, Wageninengen, The Netherlands",51.97,5.66667,,,,,
has_affiliation:publication:W2746485780->affiliation:I170201317,has_affiliation,publication:W2746485780,affiliation:I170201317,,W2746485780,,,,,,I170201317,University of Pittsburgh,,40.44062,-79.99589,,,,,
"has_affiliation:publication:W2746485780->affiliation:graduate school of public and international affairs, university of pittsburgh, pittsburgh, pennsylvania, 15260, usa",has_affiliation,publication:W2746485780,"affiliation:graduate school of public and international affairs, university of pittsburgh, pittsburgh, pennsylvania, 15260, usa",,W2746485780,,,,,,,,"Graduate School of Public and International Affairs, University of Pittsburgh, Pittsburgh, Pennsylvania, 15260, USA",40.44062,-79.99589,,,,,
has_affiliation:publication:W2746485780->affiliation:I157725225,has_affiliation,publication:W2746485780,affiliation:I157725225,,W2746485780,,,,,,I157725225,University of Illinois Urbana-Champaign,,40.11059,-88.20727,,,,,
"has_affiliation:publication:W2746485780->affiliation:geography department and ncsa, university of illinois, urbana, illinois, 61801, usa",has_affiliation,publication:W2746485780,"affiliation:geography department and ncsa, university of illinois, urbana, illinois, 61801, usa",,W2746485780,,,,,,,,"Geography Department and NCSA, University of Illinois, Urbana, Illinois, 61801, USA",40.11059,-88.20727,,,,,
has_affiliation:publication:W2746485780->affiliation:I3131038610,has_affiliation,publication:W2746485780,affiliation:I3131038610,,W2746485780,,,,,,I3131038610,Cary Institute of Ecosystem Studies,,41.785091400146484,-73.69402313232422,,,,,
"has_affiliation:publication:W2746485780->affiliation:institute of ecosystem studies, millbrook, new york, usa",has_affiliation,publication:W2746485780,"affiliation:institute of ecosystem studies, millbrook, new york, usa",,W2746485780,,,,,,,,"Institute of Ecosystem Studies, Millbrook, New York, USA",41.785091400146484,-73.69402313232422,,,,,
has_affiliation:publication:W2746485780->affiliation:I130238516,has_affiliation,publication:W2746485780,affiliation:I130238516,,W2746485780,,,,,,I130238516,University of Minnesota,,44.97997,-93.26384,,,,,
"has_affiliation:publication:W2746485780->affiliation:department of ecology, evolution and behavior, university of minnesota, st paul, minnesota, 55108, usa",has_affiliation,publication:W2746485780,"affiliation:department of ecology, evolution and behavior, university of minnesota, st paul, minnesota, 55108, usa",,W2746485780,,,,,,,,"Department of Ecology, Evolution and Behavior, University of Minnesota, St Paul, Minnesota, 55108, USA",44.97997,-93.26384,,,,,
has_affiliation:publication:W2746485780->affiliation:I1289243028,has_affiliation,publication:W2746485780,affiliation:I1289243028,,W2746485780,,,,,,I1289243028,Oak Ridge National Laboratory,,36.01036071777344,-84.26963806152344,,,,,
"has_affiliation:publication:W2746485780->affiliation:environmental sciences division, oak ridge national laboratory, oak ridge, tennessee, 37831, usa",has_affiliation,publication:W2746485780,"affiliation:environmental sciences division, oak ridge national laboratory, oak ridge, tennessee, 37831, usa",,W2746485780,,,,,,,,"Environmental Sciences Division, Oak Ridge National Laboratory, Oak Ridge, Tennessee, 37831, USA",36.01036071777344,-84.26963806152344,,,,,
has_affiliation:publication:W2746485780->affiliation:I24354313,has_affiliation,publication:W2746485780,affiliation:I24354313,,W2746485780,,,,,,I24354313,University of Buenos Aires,,-34.61315,-58.37723,,,,,
"has_affiliation:publication:W2746485780->affiliation:department of ecology, faculty of agronomy, university of buenos aires, av. san martin 4453, 1417, buenos aires, argentina",has_affiliation,publication:W2746485780,"affiliation:department of ecology, faculty of agronomy, university of buenos aires, av. san martin 4453, 1417, buenos aires, argentina",,W2746485780,,,,,,,,"Department of Ecology, Faculty of Agronomy, University of Buenos Aires, Av. San Martin 4453, 1417, Buenos Aires, Argentina",-34.61315,-58.37723,,,,,
has_affiliation:publication:W2746485780->affiliation:I1334627681,has_affiliation,publication:W2746485780,affiliation:I1334627681,,W2746485780,,,,,,I1334627681,Jet Propulsion Laboratory,,34.14778,-118.14452,,,,,
"has_affiliation:publication:W2746485780->affiliation:jet propulsion laboratory, pasadena, california, 91109, usa",has_affiliation,publication:W2746485780,"affiliation:jet propulsion laboratory, pasadena, california, 91109, usa",,W2746485780,,,,,,,,"Jet Propulsion Laboratory, Pasadena, California, 91109, USA",34.14778,-118.14452,,,,,
has_affiliation:publication:W2746485780->affiliation:I154570441,has_affiliation,publication:W2746485780,affiliation:I154570441,,W2746485780,,,,,,I154570441,"University of California, Santa Barbara",,34.42083,-119.69819,,,,,
"has_affiliation:publication:W2746485780->affiliation:national center for geographic information and analysis, department of geography, university of california at santa barbara, santa barbara, california, 93106, usa",has_affiliation,publication:W2746485780,"affiliation:national center for geographic information and analysis, department of geography, university of california at santa barbara, santa barbara, california, 93106, usa",,W2746485780,,,,,,,,"National Center for Geographic Information and Analysis, Department of Geography, University of California at Santa Barbara, Santa Barbara, California, 93106, USA",34.42083,-119.69819,,,,,
"has_affiliation:publication:W2746485780->affiliation:ecological economics research and applications inc., po box 1589, solomons, maryland, 20688, usa",has_affiliation,publication:W2746485780,"affiliation:ecological economics research and applications inc., po box 1589, solomons, maryland, 20688, usa",,W2746485780,,,,,,,,"Ecological Economics Research and Applications Inc., PO Box 1589, Solomons, Maryland, 20688, USA",,,,,,,
has_affiliation:publication:W2042602209->affiliation:I923382979,has_affiliation,publication:W2042602209,affiliation:I923382979,,W2042602209,,,,,,I923382979,ExxonMobil (United States),,32.81401824951172,-96.94889068603516,,,,,
"has_affiliation:publication:W2042602209->affiliation:mobil research and development corporation, *paulsboro research laboratory, paulsboro, new jersey, 08066, usa",has_affiliation,publication:W2042602209,"affiliation:mobil research and development corporation, *paulsboro research laboratory, paulsboro, new jersey, 08066, usa",,W2042602209,,,,,,,,"Mobil Research and Development Corporation, *Paulsboro Research Laboratory, Paulsboro, New Jersey, 08066, USA",32.81401824951172,-96.94889068603516,,,,,
"has_affiliation:publication:W2042602209->affiliation:mobil research and development corporation, paulsboro research laboratory, paulsboro, usa",has_affiliation,publication:W2042602209,"affiliation:mobil research and development corporation, paulsboro research laboratory, paulsboro, usa",,W2042602209,,,,,,,,"Mobil Research and Development Corporation, Paulsboro Research Laboratory, Paulsboro, USA",32.81401824951172,-96.94889068603516,,,,,
has_affiliation:publication:W1980216394->affiliation:I5124864,has_affiliation,publication:W1980216394,affiliation:I5124864,,W1980216394,,,,,,I5124864,École Polytechnique Fédérale de Lausanne,,46.516,6.63282,,,,,
has_affiliation:publication:W1980216394->affiliation:I201448701,has_affiliation,publication:W1980216394,affiliation:I201448701,,W1980216394,,,,,,I201448701,University of Washington,,47.60621,-122.33207,,,,,
has_affiliation:publication:W1980216394->affiliation:I58610484,has_affiliation,publication:W1980216394,affiliation:I58610484,,W1980216394,,,,,,I58610484,Seattle University,,47.60620880126953,-122.33206939697266,,,,,
"has_affiliation:publication:W1980216394->affiliation:institute of physical chemistry, swiss federal institute of technology, lausanne, ch-1015, switzerland",has_affiliation,publication:W1980216394,"affiliation:institute of physical chemistry, swiss federal institute of technology, lausanne, ch-1015, switzerland",,W1980216394,,,,,,,,"Institute of Physical Chemistry, Swiss Federal Institute of Technology, Lausanne, CH-1015, Switzerland",46.516,6.63282,,,,,
"has_affiliation:publication:W1980216394->affiliation:department of chemistry, university of washington, seattle, usa",has_affiliation,publication:W1980216394,"affiliation:department of chemistry, university of washington, seattle, usa",,W1980216394,,,,,,,,"Department of Chemistry, University of Washington, Seattle, USA",46.516,6.63282,,,,,
"has_affiliation:publication:W1980216394->affiliation:institute of physical chemistry, swiss federal institute of technology, lausanne, switzerland",has_affiliation,publication:W1980216394,"affiliation:institute of physical chemistry, swiss federal institute of technology, lausanne, switzerland",,W1980216394,,,,,,,,"Institute of Physical Chemistry, Swiss Federal Institute of Technology, Lausanne, Switzerland",46.516,6.63282,,,,,
has_affiliation:publication:W2018858346->affiliation:I118347220,has_affiliation,publication:W2018858346,affiliation:I118347220,,W2018858346,,,,,,I118347220,NEC (Japan),,35.68949890136719,139.69171142578125,,,,,
"has_affiliation:publication:W2018858346->affiliation:nec corporation, fundamental research laboratories, 34 miyukigaoka, tsukuba, ibaraki 305, japan https://www.nature.com/nature",has_affiliation,publication:W2018858346,"affiliation:nec corporation, fundamental research laboratories, 34 miyukigaoka, tsukuba, ibaraki 305, japan https://www.nature.com/nature",,W2018858346,,,,,,,,"NEC Corporation, Fundamental Research Laboratories, 34 Miyukigaoka, Tsukuba, Ibaraki 305, Japan https://www.nature.com/nature",35.68949890136719,139.69171142578125,,,,,
"has_affiliation:publication:W2018858346->affiliation:nec corporation, fundamental research laboratories, 34 miyukigaoka, tsukuba, ibaraki, 305, japan",has_affiliation,publication:W2018858346,"affiliation:nec corporation, fundamental research laboratories, 34 miyukigaoka, tsukuba, ibaraki, 305, japan",,W2018858346,,,,,,,,"NEC Corporation, Fundamental Research Laboratories, 34 Miyukigaoka, Tsukuba, Ibaraki, 305, Japan",35.68949890136719,139.69171142578125,,,,,
has_affiliation:publication:W1498436455->affiliation:I36258959,has_affiliation,publication:W1498436455,affiliation:I36258959,,W1498436455,,,,,,I36258959,"University of California, San Diego",,32.71571,-117.16472,,,,,
"has_affiliation:publication:W1498436455->affiliation:institute for cognitive science, c-015, university of california, san diego, la jolla, california, 92093, usa",has_affiliation,publication:W1498436455,"affiliation:institute for cognitive science, c-015, university of california, san diego, la jolla, california, 92093, usa",,W1498436455,,,,,,,,"Institute for Cognitive Science, C-015, University of California, San Diego, La Jolla, California, 92093, USA",32.71571,-117.16472,,,,,
"has_affiliation:publication:W1498436455->affiliation:institute for cognitive science, c-015, university of california, san diego, la jolla, usa",has_affiliation,publication:W1498436455,"affiliation:institute for cognitive science, c-015, university of california, san diego, la jolla, usa",,W1498436455,,,,,,,,"Institute for Cognitive Science, C-015, University of California, San Diego, La Jolla, USA",32.71571,-117.16472,,,,,
has_affiliation:publication:W1498436455->affiliation:I74973139,has_affiliation,publication:W1498436455,affiliation:I74973139,,W1498436455,,,,,,I74973139,Carnegie Mellon University,,40.44062,-79.99589,,,,,
"has_affiliation:publication:W1498436455->affiliation:department of computer science, carnegie-mellon university, pittsburgh, philadelphia, 15213, usa",has_affiliation,publication:W1498436455,"affiliation:department of computer science, carnegie-mellon university, pittsburgh, philadelphia, 15213, usa",,W1498436455,,,,,,,,"Department of Computer Science, Carnegie-Mellon University, Pittsburgh, Philadelphia, 15213, USA",40.44062,-79.99589,,,,,
"has_affiliation:publication:W1498436455->affiliation:department of computer science, carnegie–mellon university, pittsburgh, usa",has_affiliation,publication:W1498436455,"affiliation:department of computer science, carnegie–mellon university, pittsburgh, usa",,W1498436455,,,,,,,,"Department of Computer Science, Carnegie–Mellon University, Pittsburgh, USA",40.44062,-79.99589,,,,,
has_affiliation:publication:W11476871->affiliation:I162608824,has_affiliation,publication:W11476871,affiliation:I162608824,,W11476871,,,,,,I162608824,University of Sussex,,50.8283805847168,-0.13946999609470367,,,,,
has_affiliation:publication:W11476871->affiliation:I74775410,has_affiliation,publication:W11476871,affiliation:I74775410,,W11476871,,,,,,I74775410,Rice University,,29.76328,-95.36327,,,,,
"has_affiliation:publication:W11476871->affiliation:permanent address: school of chemistry and molecular sciences, university of sussex, brighton bn1 9qj, uk. https://www.nature.com/nature",has_affiliation,publication:W11476871,"affiliation:permanent address: school of chemistry and molecular sciences, university of sussex, brighton bn1 9qj, uk. https://www.nature.com/nature",,W11476871,,,,,,,,"Permanent address: School of Chemistry and Molecular Sciences, University of Sussex, Brighton BN1 9QJ, UK. https://www.nature.com/nature",50.8283805847168,-0.13946999609470367,,,,,
"has_affiliation:publication:W11476871->affiliation:rice quantum institute and departments of chemistry and electrical engineering, rice university, houston, texas 77251, usa https://www.nature.com/nature",has_affiliation,publication:W11476871,"affiliation:rice quantum institute and departments of chemistry and electrical engineering, rice university, houston, texas 77251, usa https://www.nature.com/nature",,W11476871,,,,,,,,"Rice Quantum Institute and Departments of Chemistry and Electrical Engineering, Rice University, Houston, Texas 77251, USA https://www.nature.com/nature",50.8283805847168,-0.13946999609470367,,,,,
"has_affiliation:publication:W11476871->affiliation:rice quantum institute and departments of chemistry and electrical engineering, rice university, houston, texas 77251, usa",has_affiliation,publication:W11476871,"affiliation:rice quantum institute and departments of chemistry and electrical engineering, rice university, houston, texas 77251, usa",,W11476871,,,,,,,,"Rice Quantum Institute and Departments of Chemistry and Electrical Engineering, Rice University, Houston, Texas 77251, USA",50.8283805847168,-0.13946999609470367,,,,,
"has_affiliation:publication:W11476871->affiliation:permanent address: school of chemistry and molecular sciences, university of sussex, brighton bn1 9qj, uk",has_affiliation,publication:W11476871,"affiliation:permanent address: school of chemistry and molecular sciences, university of sussex, brighton bn1 9qj, uk",,W11476871,,,,,,,,"Permanent address: School of Chemistry and Molecular Sciences, University of Sussex, Brighton BN1 9QJ, UK",50.8283805847168,-0.13946999609470367,,,,,
has_affiliation:publication:W2030522563->affiliation:I170203145,has_affiliation,publication:W2030522563,affiliation:I170203145,,W2030522563,,,,,,I170203145,MRC Laboratory of Molecular Biology,,52.2,0.11667,,,,,
"has_affiliation:publication:W2030522563->affiliation:mrc laboratory of molecular biology, hills road, cambridge, cb2 2qh, uk",has_affiliation,publication:W2030522563,"affiliation:mrc laboratory of molecular biology, hills road, cambridge, cb2 2qh, uk",,W2030522563,,,,,,,,"MRC Laboratory of Molecular Biology, Hills Road, Cambridge, CB2 2QH, UK",52.2,0.11667,,,,,
"has_affiliation:publication:W2030522563->affiliation:mrc laboratory of molecular biology, cambridge uk",has_affiliation,publication:W2030522563,"affiliation:mrc laboratory of molecular biology, cambridge uk",,W2030522563,,,,,,,,"MRC Laboratory of Molecular Biology, Cambridge UK",52.2,0.11667,,,,,
has_affiliation:publication:W2042492216->affiliation:I41802502,has_affiliation,publication:W2042492216,affiliation:I41802502,,W2042492216,,,,,,I41802502,Kanagawa University,,35.43333053588867,139.64999389648438,,,,,
"has_affiliation:publication:W2042492216->affiliation:department of applied chemistry, kanagawa university, yokohama",has_affiliation,publication:W2042492216,"affiliation:department of applied chemistry, kanagawa university, yokohama",,W2042492216,,,,,,,,"Department of Applied Chemistry, Kanagawa University, Yokohama",35.43333053588867,139.64999389648438,,,,,
has_affiliation:publication:W2042492216->affiliation:I74801974,has_affiliation,publication:W2042492216,affiliation:I74801974,,W2042492216,,,,,,I74801974,The University of Tokyo,,35.68949890136719,139.69171142578125,,,,,
has_affiliation:publication:W2042492216->affiliation:I161296585,has_affiliation,publication:W2042492216,affiliation:I161296585,,W2042492216,,,,,,I161296585,Tokyo University of Science,,35.6895,139.69171,,,,,
"has_affiliation:publication:W2042492216->affiliation:institute of industrial science, university of tokyo, roppongi, tokyo",has_affiliation,publication:W2042492216,"affiliation:institute of industrial science, university of tokyo, roppongi, tokyo",,W2042492216,,,,,,,,"Institute of Industrial Science, University of Tokyo, Roppongi, Tokyo",35.68949890136719,139.69171142578125,,,,,
has_affiliation:publication:W2100837269->affiliation:I170203145,has_affiliation,publication:W2100837269,affiliation:I170203145,,W2100837269,,,,,,I170203145,MRC Laboratory of Molecular Biology,,52.2,0.11667,,,,,
"has_affiliation:publication:W2100837269->affiliation:mrc laboratory of molecular biology, hills road, cambridge",has_affiliation,publication:W2100837269,"affiliation:mrc laboratory of molecular biology, hills road, cambridge",,W2100837269,,,,,,,,"MRC Laboratory of Molecular Biology, Hills Road, Cambridge",52.2,0.11667,,,,,
"has_affiliation:publication:W2100837269->affiliation:mrc laboratory of molecular biology, cambridge,",has_affiliation,publication:W2100837269,"affiliation:mrc laboratory of molecular biology, cambridge,",,W2100837269,,,,,,,,"MRC Laboratory of Molecular Biology, Cambridge,",52.2,0.11667,,,,,
has_affiliation:publication:W2963276645->affiliation:I203172682,has_affiliation,publication:W2963276645,affiliation:I203172682,,W2963276645,,,,,,I203172682,Northern Arizona University,,35.19807052612305,-111.6512680053711,,,,,
"has_affiliation:publication:W2963276645->affiliation:center for applied microbiome science, pathogen and microbiome institute, northern arizona university, flagstaff, az, usa",has_affiliation,publication:W2963276645,"affiliation:center for applied microbiome science, pathogen and microbiome institute, northern arizona university, flagstaff, az, usa",,W2963276645,,,,,,,,"Center for Applied Microbiome Science, Pathogen and Microbiome Institute, Northern Arizona University, Flagstaff, AZ, USA",35.19807052612305,-111.6512680053711,,,,,
has_affiliation:publication:W2963276645->affiliation:I4210140884,has_affiliation,publication:W2963276645,affiliation:I4210140884,,W2963276645,,,,,,I4210140884,National Cancer Institute,,38.98067092895508,-77.10025787353516,,,,,
"has_affiliation:publication:W2963276645->affiliation:metabolic epidemiology branch, national cancer institute, rockville, md, usa",has_affiliation,publication:W2963276645,"affiliation:metabolic epidemiology branch, national cancer institute, rockville, md, usa",,W2963276645,,,,,,,,"Metabolic Epidemiology Branch, National Cancer Institute, Rockville, MD, USA",38.98067092895508,-77.10025787353516,,,,,
has_affiliation:publication:W2963276645->affiliation:I130238516,has_affiliation,publication:W2963276645,affiliation:I130238516,,W2963276645,,,,,,I130238516,University of Minnesota,,44.97997,-93.26384,,,,,
"has_affiliation:publication:W2963276645->affiliation:department of computer science and engineering, university of minnesota, minneapolis, mn, usa",has_affiliation,publication:W2963276645,"affiliation:department of computer science and engineering, university of minnesota, minneapolis, mn, usa",,W2963276645,,,,,,,,"Department of Computer Science and Engineering, University of Minnesota, Minneapolis, MN, USA",44.97997,-93.26384,,,,,
has_affiliation:publication:W2963276645->affiliation:I66958751,has_affiliation,publication:W2963276645,affiliation:I66958751,,W2963276645,,,,,,I66958751,Woods Hole Oceanographic Institution,,41.55149841308594,-70.61475372314453,,,,,
has_affiliation:publication:W2963276645->affiliation:I84218800,has_affiliation,publication:W2963276645,affiliation:I84218800,,W2963276645,,,,,,I84218800,"University of California, Davis",,38.54491,-121.74052,,,,,
"has_affiliation:publication:W2963276645->affiliation:biology department, woods hole oceanographic institution, woods hole, ma, usa",has_affiliation,publication:W2963276645,"affiliation:biology department, woods hole oceanographic institution, woods hole, ma, usa",,W2963276645,,,,,,,,"Biology Department, Woods Hole Oceanographic Institution, Woods Hole, MA, USA",41.55149841308594,-70.61475372314453,,,,,
"has_affiliation:publication:W2963276645->affiliation:department of population health and reproduction, university of california, davis, davis, ca, usa",has_affiliation,publication:W2963276645,"affiliation:department of population health and reproduction, university of california, davis, davis, ca, usa",,W2963276645,,,,,,,,"Department of Population Health and Reproduction, University of California, Davis, Davis, CA, USA",41.55149841308594,-70.61475372314453,,,,,
has_affiliation:publication:W2963276645->affiliation:I63966007,has_affiliation,publication:W2963276645,affiliation:I63966007,,W2963276645,,,,,,I63966007,Massachusetts Institute of Technology,,42.3751,-71.10561,,,,,
"has_affiliation:publication:W2963276645->affiliation:center for microbiome informatics and therapeutics, massachusetts institute of technology, cambridge, ma, usa",has_affiliation,publication:W2963276645,"affiliation:center for microbiome informatics and therapeutics, massachusetts institute of technology, cambridge, ma, usa",,W2963276645,,,,,,,,"Center for Microbiome Informatics and Therapeutics, Massachusetts Institute of Technology, Cambridge, MA, USA",42.3751,-71.10561,,,,,
"has_affiliation:publication:W2963276645->affiliation:department of biological engineering, massachusetts institute of technology, cambridge, ma, usa",has_affiliation,publication:W2963276645,"affiliation:department of biological engineering, massachusetts institute of technology, cambridge, ma, usa",,W2963276645,,,,,,,,"Department of Biological Engineering, Massachusetts Institute of Technology, Cambridge, MA, USA",42.3751,-71.10561,,,,,
has_affiliation:publication:W2963276645->affiliation:I124055696,has_affiliation,publication:W2963276645,affiliation:I124055696,,W2963276645,,,,,,I124055696,University of Copenhagen,,55.67594,12.56553,,,,,
has_affiliation:publication:W2963276645->affiliation:I2801134892,has_affiliation,publication:W2963276645,affiliation:I2801134892,,W2963276645,,,,,,I2801134892,Novo Nordisk Foundation,,55.67594,12.56553,,,,,
"has_affiliation:publication:W2963276645->affiliation:novo nordisk foundation center for basic metabolic research, faculty of health and medical sciences, university of copenhagen, copenhagen, denmark",has_affiliation,publication:W2963276645,"affiliation:novo nordisk foundation center for basic metabolic research, faculty of health and medical sciences, university of copenhagen, copenhagen, denmark",,W2963276645,,,,,,,,"Novo Nordisk Foundation Center for Basic Metabolic Research, Faculty of Health and Medical Sciences, University of Copenhagen, Copenhagen, Denmark",55.67594,12.56553,,,,,
has_affiliation:publication:W2963276645->affiliation:I193223587,has_affiliation,publication:W2963276645,affiliation:I193223587,,W2963276645,,,,,,I193223587,University of Trento,,46.06787109375,11.12108039855957,,,,,
"has_affiliation:publication:W2963276645->affiliation:centre for integrative biology, university of trento, trento, italy",has_affiliation,publication:W2963276645,"affiliation:centre for integrative biology, university of trento, trento, italy",,W2963276645,,,,,,,,"Centre for Integrative Biology, University of Trento, Trento, Italy",46.06787109375,11.12108039855957,,,,,
has_affiliation:publication:W2963276645->affiliation:I19820366,has_affiliation,publication:W2963276645,affiliation:I19820366,,W2963276645,,,,,,I19820366,Chinese Academy of Sciences,,39.9075,116.39723,,,,,
has_affiliation:publication:W2963276645->affiliation:I4210112230,has_affiliation,publication:W2963276645,affiliation:I4210112230,,W2963276645,,,,,,I4210112230,State Key Laboratory of Plant Genomics,,39.926700592041016,116.45455169677734,,,,,
has_affiliation:publication:W2963276645->affiliation:I4210124606,has_affiliation,publication:W2963276645,affiliation:I4210124606,,W2963276645,,,,,,I4210124606,Institute of Genetics and Developmental Biology,,39.907501220703125,116.39723205566406,,,,,
has_affiliation:publication:W2963276645->affiliation:I4210165038,has_affiliation,publication:W2963276645,affiliation:I4210165038,,W2963276645,,,,,,I4210165038,University of Chinese Academy of Sciences,,39.9075,116.39723,,,,,
"has_affiliation:publication:W2963276645->affiliation:centre of excellence for plant and microbial sciences (cepams), institute of genetics and developmental biology, chinese academy of sciences & john innes centre, beijing, china",has_affiliation,publication:W2963276645,"affiliation:centre of excellence for plant and microbial sciences (cepams), institute of genetics and developmental biology, chinese academy of sciences & john innes centre, beijing, china",,W2963276645,,,,,,,,"Centre of Excellence for Plant and Microbial Sciences (CEPAMS), Institute of Genetics and Developmental Biology, Chinese Academy of Sciences & John Innes Centre, Beijing, China",39.9075,116.39723,,,,,
"has_affiliation:publication:W2963276645->affiliation:state key laboratory of plant genomics, institute of genetics and developmental biology, chinese academy of sciences, beijing, china",has_affiliation,publication:W2963276645,"affiliation:state key laboratory of plant genomics, institute of genetics and developmental biology, chinese academy of sciences, beijing, china",,W2963276645,,,,,,,,"State Key Laboratory of Plant Genomics, Institute of Genetics and Developmental Biology, Chinese Academy of Sciences, Beijing, China",39.9075,116.39723,,,,,
"has_affiliation:publication:W2963276645->affiliation:university of chinese academy of sciences, beijing, china",has_affiliation,publication:W2963276645,"affiliation:university of chinese academy of sciences, beijing, china",,W2963276645,,,,,,,,"University of Chinese Academy of Sciences, Beijing, China",39.9075,116.39723,,,,,
has_affiliation:publication:W2963276645->affiliation:I180670191,has_affiliation,publication:W2963276645,affiliation:I180670191,,W2963276645,,,,,,I180670191,"University of California, San Francisco",,37.77493,-122.41942,,,,,
"has_affiliation:publication:W2963276645->affiliation:department of microbiology and immunology, university of california, san francisco, san francisco, ca, usa",has_affiliation,publication:W2963276645,"affiliation:department of microbiology and immunology, university of california, san francisco, san francisco, ca, usa",,W2963276645,,,,,,,,"Department of Microbiology and Immunology, University of California, San Francisco, San Francisco, CA, USA",37.77493,-122.41942,,,,,
has_affiliation:publication:W2963276645->affiliation:I1335321130,has_affiliation,publication:W2963276645,affiliation:I1335321130,,W2963276645,,,,,,I1335321130,Children's Hospital of Philadelphia,,39.9523811340332,-75.16361999511719,,,,,
"has_affiliation:publication:W2963276645->affiliation:division of gastroenterology and nutrition, children's hospital of philadelphia, philadelphia, pa, usa",has_affiliation,publication:W2963276645,"affiliation:division of gastroenterology and nutrition, children's hospital of philadelphia, philadelphia, pa, usa",,W2963276645,,,,,,,,"Division of Gastroenterology and Nutrition, Children's Hospital of Philadelphia, Philadelphia, PA, USA",39.9523811340332,-75.16361999511719,,,,,
