id,type,affiliation_id,label,institution_name,country_code,institution_type,latitude,longitude,raw_affiliation
"affiliation:jack brockhoff child health & wellbeing program, melbourne school of population and global health, university of melbourne, melbourne, vic 3010, australia",affiliation,,"Jack Brockhoff Child Health & Wellbeing Program, Melbourne School of Population and Global Health, University of Melbourne, Melbourne, VIC 3010, Australia",,,,-37.814,144.96332,"Jack Brockhoff Child Health & Wellbeing Program, Melbourne School of Population and Global Health, University of Melbourne, Melbourne, VIC 3010, Australia"
"affiliation:james f. fries, md: associate professor of medicine, stanford university school of medicine",affiliation,,"James F. Fries, MD: Associate Professor of Medicine, Stanford University School of Medicine",,,,37.42411,-122.16608,"James F. Fries, MD: Associate Professor of Medicine, Stanford University School of Medicine"
affiliation:japan meteorological agency  tokyo japan,affiliation,,Japan Meteorological Agency  Tokyo Japan,,,,35.68949890136719,139.69171142578125,Japan Meteorological Agency  Tokyo Japan
"affiliation:japan meteorological agency, tokyo, japan",affiliation,,"Japan Meteorological Agency, Tokyo, Japan",,,,35.68949890136719,139.69171142578125,"Japan Meteorological Agency, Tokyo, Japan"
affiliation:japan meteorological agency; tokyo japan,affiliation,,Japan Meteorological Agency; Tokyo Japan,,,,35.68949890136719,139.69171142578125,Japan Meteorological Agency; Tokyo Japan
"affiliation:jet propulsion laboratory, pasadena, california, 91109, usa",affiliation,,"Jet Propulsion Laboratory, Pasadena, California, 91109, USA",,,,34.14778,-118.14452,"Jet Propulsion Laboratory, Pasadena, California, 91109, USA"
"affiliation:jewish general hospital, mcgill university, montreal, quebec, canada",affiliation,,"Jewish General Hospital, McGill University, Montreal, Quebec, Canada",,,,45.50884,-73.58781,"Jewish General Hospital, McGill University, Montreal, Quebec, Canada"
"affiliation:jewish general hospital, mcgill university, montréal, quebec, canada",affiliation,,"Jewish General Hospital, McGill University, Montréal, Quebec, Canada",,,,45.50884,-73.58781,"Jewish General Hospital, McGill University, Montréal, Quebec, Canada"
"affiliation:jin yin-tan hospital, wuhan, china",affiliation,,"Jin Yin-tan Hospital, Wuhan, China",,,,,,"Jin Yin-tan Hospital, Wuhan, China"
affiliation:jinan university,affiliation,,Jinan University,,,,,,Jinan University
"affiliation:john e. ware, jr., phd, the health institute, new england medical center, #345, 750 washington street, boston, ma 02111",affiliation,,"John E. Ware, Jr., PhD, The Health Institute, New England Medical Center, #345, 750 Washington Street, Boston, MA 02111",,,,42.349510192871094,-71.06330871582031,"John E. Ware, Jr., PhD, The Health Institute, New England Medical Center, #345, 750 Washington Street, Boston, MA 02111"
affiliation:johns hopkins university (,affiliation,,Johns Hopkins University (,,,,39.29038,-76.61219,Johns Hopkins University (
"affiliation:johns hopkins university, baltimore, maryland",affiliation,,"Johns Hopkins University, Baltimore, Maryland",,,,39.29038,-76.61219,"Johns Hopkins University, Baltimore, Maryland"
"affiliation:johns hopkins university, school of medicine, baltimore, md 21205, usa",affiliation,,"Johns Hopkins University, School of Medicine, Baltimore, MD 21205, USA",,,,39.29038,-76.61219,"Johns Hopkins University, School of Medicine, Baltimore, MD 21205, USA"
"affiliation:johns hopkins university,baltimore,maryland",affiliation,,"Johns Hopkins University,Baltimore,Maryland",,,,39.29038,-76.61219,"Johns Hopkins University,Baltimore,Maryland"
"affiliation:joseph henry laboratories, department of physics, princeton university, princeton, new jersey 08544, usa",affiliation,,"Joseph Henry Laboratories, Department of Physics, Princeton University, Princeton, New Jersey 08544, USA",,,,40.34872,-74.65905,"Joseph Henry Laboratories, Department of Physics, Princeton University, Princeton, New Jersey 08544, USA"
"affiliation:jožef stefan institute, jamova 39, si-1000 ljubljana, slovenia",affiliation,,"Jožef Stefan Institute, Jamova 39, SI-1000 Ljubljana, Slovenia",,,,45.64953,13.77678,"Jožef Stefan Institute, Jamova 39, SI-1000 Ljubljana, Slovenia"
"affiliation:kanpur genetic algorithms laboratory, indian institute of technology, kanpur, india",affiliation,,"Kanpur Genetic Algorithms Laboratory, Indian Institute of Technology, Kanpur, India",,,,26.46523,80.34975,"Kanpur Genetic Algorithms Laboratory, Indian Institute of Technology, Kanpur, India"
"affiliation:kansas university center for research, inc., lawrence, kan., united states",affiliation,,"Kansas University Center for Research, Inc., Lawrence, Kan., United States",,,,38.97167,-95.23525,"Kansas University Center for Research, Inc., Lawrence, Kan., United States"
"affiliation:kathleen m. eisenhardt (ph.d., stanford university) is assistant professor at stanford university. correspondence can be sent to her at the department of industrial engineering and engineering management, 346 terman building, stanford university, stanford, california, 94305",affiliation,,"Kathleen M. Eisenhardt (Ph.D., Stanford University) is Assistant Professor at Stanford University. Correspondence can be sent to her at the Department of Industrial Engineering and Engineering Management, 346 Terman Building, Stanford University, Stanford, California, 94305",,,,37.42411,-122.16608,"Kathleen M. Eisenhardt (Ph.D., Stanford University) is Assistant Professor at Stanford University. Correspondence can be sent to her at the Department of Industrial Engineering and Engineering Management, 346 Terman Building, Stanford University, Stanford, California, 94305"
"affiliation:kek, japan",affiliation,,"KEK, Japan",,,,36.20000076293945,140.10000610351562,"KEK, Japan"
"affiliation:ki, ouh, forskningsenhed for psykiatri (odense)",affiliation,,"KI, OUH, Forskningsenhed for Psykiatri (Odense)",,,,55.499542236328125,9.724417686462402,"KI, OUH, Forskningsenhed for Psykiatri (Odense)"
"affiliation:king's college london, london, united kingdom (j.m.)",affiliation,,"King's College London, London, United Kingdom (J.M.)",,,,51.50853,-0.12574,"King's College London, London, United Kingdom (J.M.)"
affiliation:kitasato clinical research center and,affiliation,,Kitasato Clinical Research Center and,,,,36.01092529296875,139.5136260986328,Kitasato Clinical Research Center and
"affiliation:kleijnen systematic reviews ltd, york, united kingdom",affiliation,,"Kleijnen Systematic Reviews Ltd, York, United Kingdom",,,,50.84833,5.68889,"Kleijnen Systematic Reviews Ltd, York, United Kingdom"
"affiliation:kleijnen systematic reviews, york",affiliation,,"Kleijnen Systematic Reviews, York",,,,50.84833,5.68889,"Kleijnen Systematic Reviews, York"
"affiliation:knowledge translation program, li ka shing knowledge institute, toronto, canada",affiliation,,"Knowledge Translation Program, Li Ka Shing Knowledge Institute, Toronto, Canada",,,,45.41117,-75.69812,"Knowledge Translation Program, Li Ka Shing Knowledge Institute, Toronto, Canada"
"affiliation:knowledge translation program, li ka shing knowledge institute, toronto, canada; school of epidemiology and public health, faculty of medicine, university of ottawa, ottawa, canada",affiliation,,"Knowledge Translation Program, Li Ka Shing Knowledge Institute, Toronto, Canada; School of Epidemiology and Public Health, Faculty of Medicine, University of Ottawa, Ottawa, Canada",,,,45.41117,-75.69812,"Knowledge Translation Program, Li Ka Shing Knowledge Institute, Toronto, Canada; School of Epidemiology and Public Health, Faculty of Medicine, University of Ottawa, Ottawa, Canada"
"affiliation:kobe university, kobe, japan",affiliation,,"Kobe University, Kobe, Japan",,,,34.6913,135.183,"Kobe University, Kobe, Japan"
"affiliation:korea advanced institute of science and technology, daejeon, korea",affiliation,,"Korea Advanced Institute of Science and Technology, Daejeon, Korea",,,,36.34912872314453,127.38493347167969,"Korea Advanced Institute of Science and Technology, Daejeon, Korea"
"affiliation:korea meteorological administration, seoul, korea",affiliation,,"Korea Meteorological Administration, Seoul, Korea",,,,37.566,126.9784,"Korea Meteorological Administration, Seoul, Korea"
"affiliation:ku leuven, leuven (belgium)",affiliation,,"KU Leuven, Leuven (Belgium)",,,,50.87959,4.70093,"KU Leuven, Leuven (Belgium)"
"affiliation:ku leuven, leuven, belgium",affiliation,,"KU Leuven, Leuven, Belgium",,,,50.87959,4.70093,"KU Leuven, Leuven, Belgium"
"affiliation:københavns universitet, faculty of health and medical sciences, department of clinical medicine, department of clinical medicine, dk",affiliation,,"Københavns Universitet, Faculty of Health and Medical Sciences, Department of Clinical Medicine, Department of Clinical Medicine, DK",,,,55.675941467285156,12.565529823303223,"Københavns Universitet, Faculty of Health and Medical Sciences, Department of Clinical Medicine, Department of Clinical Medicine, DK"
"affiliation:københavns universitet, faculty of law, area of research, centre for european, comparative, and constitutional legal studies, dk",affiliation,,"Københavns Universitet, Faculty of Law, Area of Research, Centre for European, Comparative, and Constitutional Legal Studies, DK",,,,47.50354766845703,19.029884338378906,"Københavns Universitet, Faculty of Law, Area of Research, Centre for European, Comparative, and Constitutional Legal Studies, DK"
"affiliation:lab surgpath, mumbai, india",affiliation,,"Lab Surgpath, Mumbai, India",,,,,,"Lab Surgpath, Mumbai, India"
affiliation:laboratoire d'informatique de l'université du maine,affiliation,,Laboratoire d'Informatique de l'Université du Maine,,,,43.66109848022461,-70.27890014648438,Laboratoire d'Informatique de l'Université du Maine
"affiliation:laboratoire de biologie structurale (cnrs), igbmc, 1 rue laurent fries, 67404 illkirch (cu de strasbourg), france",affiliation,,"Laboratoire de Biologie Structurale (CNRS), IGBMC, 1 rue Laurent Fries, 67404 Illkirch (CU de Strasbourg), France",,,,48.52894,7.71523,"Laboratoire de Biologie Structurale (CNRS), IGBMC, 1 rue Laurent Fries, 67404 Illkirch (CU de Strasbourg), France"
"affiliation:laboratoire de biologie structurale (cnrs), igbmc, 1 rue laurent fries, 67404 illkirch (cu de strasbourg, france",affiliation,,"Laboratoire de Biologie Structurale (CNRS), IGBMC, 1 rue Laurent Fries, 67404 Illkirch (CU de Strasbourg, France",,,,48.52894,7.71523,"Laboratoire de Biologie Structurale (CNRS), IGBMC, 1 rue Laurent Fries, 67404 Illkirch (CU de Strasbourg, France"
"affiliation:laboratoire de chimie des substances naturelles, département science de l'aliment, ensia 1, avenue des olympiades, 91305 massy (france)",affiliation,,"Laboratoire de Chimie des Substances Naturelles, Département Science de l'Aliment, ENSIA 1, avenue des Olympiades, 91305 Massy (France)",,,,45.74846,4.84671,"Laboratoire de Chimie des Substances Naturelles, Département Science de l'Aliment, ENSIA 1, avenue des Olympiades, 91305 Massy (France)"
"affiliation:laboratorio de materiales avanzados, departamento de química inorgánica, universidad de alicante, apartado 99, alicante, spain",affiliation,,"Laboratorio de Materiales Avanzados, Departamento de Química Inorgánica, Universidad de Alicante, Apartado 99, Alicante, Spain",,,,38.34516906738281,-0.48148998618125916,"Laboratorio de Materiales Avanzados, Departamento de Química Inorgánica, Universidad de Alicante, Apartado 99, Alicante, Spain"
"affiliation:laboratory for atmospheres, nasa goddard space flight center, greenbelt, md 20771, usa",affiliation,,"Laboratory for Atmospheres, NASA Goddard Space Flight Center, Greenbelt, MD 20771, USA",,,,39.00455093383789,-76.87552642822266,"Laboratory for Atmospheres, NASA Goddard Space Flight Center, Greenbelt, MD 20771, USA"
"affiliation:laboratory for atmospheres, nasa goddard space flight center,#n#greenbelt, md 20771, usa",affiliation,,"Laboratory for Atmospheres, NASA Goddard Space Flight Center,#N#Greenbelt, MD 20771, USA",,,,39.00455093383789,-76.87552642822266,"Laboratory for Atmospheres, NASA Goddard Space Flight Center,#N#Greenbelt, MD 20771, USA"
"affiliation:laboratory for fluorescence dynamics, biomedical engineering department, university of california, irvine, irvine, ca, usa",affiliation,,"Laboratory for Fluorescence Dynamics, Biomedical Engineering Department, University of California, Irvine, Irvine, CA, USA",,,,32.81401824951172,-96.94889068603516,"Laboratory for Fluorescence Dynamics, Biomedical Engineering Department, University of California, Irvine, Irvine, CA, USA"
"affiliation:laboratory for hydrospheric processes/observational science branch, nasa wallops flight facility, wallops island, va 23337, usa",affiliation,,"Laboratory for Hydrospheric Processes/Observational Science Branch, NASA Wallops Flight Facility, Wallops Island, VA 23337, USA",,,,37.93400955200195,-75.49964904785156,"Laboratory for Hydrospheric Processes/Observational Science Branch, NASA Wallops Flight Facility, Wallops Island, VA 23337, USA"
"affiliation:laboratory for image and video engineering (live), department of electrical and computer engineering, university of texas, austin, austin, tx, usa",affiliation,,"Laboratory for Image and Video Engineering (LIVE), Department of Electrical and Computer Engineering, University of Texas, Austin, Austin, TX, USA",,,,30.26715,-97.74306,"Laboratory for Image and Video Engineering (LIVE), Department of Electrical and Computer Engineering, University of Texas, Austin, Austin, TX, USA"
"affiliation:laboratory for optical and computational instrumentation, university of wisconsin at madison, madison, wisconsin, usa",affiliation,,"Laboratory for Optical and Computational Instrumentation, University of Wisconsin at Madison, Madison, Wisconsin, USA",,,,43.07305,-89.40123,"Laboratory for Optical and Computational Instrumentation, University of Wisconsin at Madison, Madison, Wisconsin, USA"
"affiliation:laboratory of bacteriology, the rockefeller university, 1230 york avenue, new york, ny 10065, usa",affiliation,,"Laboratory of Bacteriology, The Rockefeller University, 1230 York Avenue, New York, NY 10065, USA",,,,40.714271545410156,-74.00596618652344,"Laboratory of Bacteriology, The Rockefeller University, 1230 York Avenue, New York, NY 10065, USA"
"affiliation:laboratory of biochemistry and metabolism, niddk, national institutes of health, bethesda, maryland 20892 usa",affiliation,,"Laboratory of Biochemistry and Metabolism, NIDDK, National Institutes of Health, Bethesda, Maryland 20892 USA",,,,38.98067092895508,-77.10025787353516,"Laboratory of Biochemistry and Metabolism, NIDDK, National Institutes of Health, Bethesda, Maryland 20892 USA"
"affiliation:laboratory of cell biology and advanced cancer therapy, oncology-hematology department, university of modena and reggio emilia, modena, italy",affiliation,,"Laboratory of Cell Biology and Advanced Cancer Therapy, Oncology-Hematology Department, University of Modena and Reggio Emilia, Modena, Italy",,,,44.64783,10.92539,"Laboratory of Cell Biology and Advanced Cancer Therapy, Oncology-Hematology Department, University of Modena and Reggio Emilia, Modena, Italy"
"affiliation:laboratory of cell biology and advanced cancer therapy, oncology-hematology department, university of modena and reggio emilia, modena, italy. dominici.massimo@unimore.it",affiliation,,"Laboratory of Cell Biology and Advanced Cancer Therapy, Oncology-Hematology Department, University of Modena and Reggio Emilia, Modena, Italy. dominici.massimo@unimore.it",,,,44.64783,10.92539,"Laboratory of Cell Biology and Advanced Cancer Therapy, Oncology-Hematology Department, University of Modena and Reggio Emilia, Modena, Italy. dominici.massimo@unimore.it"
"affiliation:laboratory of chemical physics, building 5, national institute of diabetes and digestive and kidney diseases national institutes of health bethesda, md 20892-0520 usa",affiliation,,"Laboratory of Chemical Physics, Building 5, National Institute of Diabetes and Digestive and Kidney Diseases National Institutes of Health Bethesda, MD 20892-0520 USA",,,,38.98067,-77.10026,"Laboratory of Chemical Physics, Building 5, National Institute of Diabetes and Digestive and Kidney Diseases National Institutes of Health Bethesda, MD 20892-0520 USA"
"affiliation:laboratory of chemical physics, building 5, national institute of diabetes and digestive and kidney diseases, national institutes of health, bethesda, md 20892-0520, usa",affiliation,,"Laboratory of Chemical Physics, Building 5, National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health, Bethesda, MD 20892-0520, USA",,,,38.98067,-77.10026,"Laboratory of Chemical Physics, Building 5, National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health, Bethesda, MD 20892-0520, USA"
"affiliation:laboratory of chemical physics, national institute of diabetes and digestive and kidney diseases, national institutes of health, 20892, bethesda, md, usa",affiliation,,"Laboratory of Chemical Physics, National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health, 20892, Bethesda, MD, USA",,,,38.98067,-77.10026,"Laboratory of Chemical Physics, National Institute of Diabetes and Digestive and Kidney Diseases, National Institutes of Health, 20892, Bethesda, MD, USA"
"affiliation:laboratory of immunopathogenesis and bioinformatics, clinical services program, saic-frederick inc., national cancer institute at frederick, frederick, 21702, maryland, usa",affiliation,,"Laboratory of Immunopathogenesis and Bioinformatics, Clinical Services Program, SAIC-Frederick Inc., National Cancer Institute at Frederick, Frederick, 21702, Maryland, USA",,,,38.98067092895508,-77.10025787353516,"Laboratory of Immunopathogenesis and Bioinformatics, Clinical Services Program, SAIC-Frederick Inc., National Cancer Institute at Frederick, Frederick, 21702, Maryland, USA"
"affiliation:laboratory of immunopathogenesis and bioinformatics, clinical services program, saic-frederick inc., national cancer institute at frederick, frederick, maryland 21702, usa",affiliation,,"Laboratory of Immunopathogenesis and Bioinformatics, Clinical Services Program, SAIC-Frederick Inc., National Cancer Institute at Frederick, Frederick, Maryland 21702, USA",,,,38.98067092895508,-77.10025787353516,"Laboratory of Immunopathogenesis and Bioinformatics, Clinical Services Program, SAIC-Frederick Inc., National Cancer Institute at Frederick, Frederick, Maryland 21702, USA"
"affiliation:laboratory of molecular oncology, nci, national institutes of health, frederick, maryland 21701 usa",affiliation,,"Laboratory of Molecular Oncology, NCI, National Institutes of Health, Frederick, Maryland 21701 USA",,,,38.98067,-77.10026,"Laboratory of Molecular Oncology, NCI, National Institutes of Health, Frederick, Maryland 21701 USA"
"affiliation:laboratory of physical chemistry, the university of groningen, nijenborgh 16, 9747 ag groningen, the netherlands",affiliation,,"Laboratory of Physical Chemistry, The University of Groningen, Nijenborgh 16, 9747 Ag Groningen, The Netherlands",,,,53.21917,6.56667,"Laboratory of Physical Chemistry, The University of Groningen, Nijenborgh 16, 9747 Ag Groningen, The Netherlands"
"affiliation:land & water, csiro, canberra, australian capital territory, australia",affiliation,,"Land & Water, CSIRO, Canberra, Australian Capital Territory, Australia",,,,-35.28346,149.12807,"Land & Water, CSIRO, Canberra, Australian Capital Territory, Australia"
"affiliation:land &water, csiro, canberra, australian capital territory, australia",affiliation,,"Land &Water, CSIRO, Canberra, Australian Capital Territory, Australia",,,,-35.28346,149.12807,"Land &Water, CSIRO, Canberra, Australian Capital Territory, Australia"
"affiliation:lawrence berkeley national laboratory, berkeley, ca 94720, usa",affiliation,,"Lawrence Berkeley National Laboratory, Berkeley, CA 94720, USA",,,,32.84321212768555,-117.27915954589844,"Lawrence Berkeley National Laboratory, Berkeley, CA 94720, USA"
"affiliation:lawrence berkeley national laboratory, berkeley, ca 94720, usa. pdadams@lbl.gov",affiliation,,"Lawrence Berkeley National Laboratory, Berkeley, CA 94720, USA. pdadams@lbl.gov",,,,32.84321212768555,-117.27915954589844,"Lawrence Berkeley National Laboratory, Berkeley, CA 94720, USA. pdadams@lbl.gov"
"affiliation:lawrence berkeley national laboratory, one cyclotron road, bldg 64r0121, berkeley, ca 94720-8118, usa",affiliation,,"Lawrence Berkeley National Laboratory, One Cyclotron Road, Bldg 64R0121, Berkeley, CA 94720-8118, USA",,,,37.87158966064453,-122.27275085449219,"Lawrence Berkeley National Laboratory, One Cyclotron Road, Bldg 64R0121, Berkeley, CA 94720-8118, USA"
"affiliation:lehrstuhl für psychologie iii, universität mannheim, mannheim, germany",affiliation,,"Lehrstuhl für Psychologie III, Universität Mannheim, Mannheim, Germany",,,,49.483924865722656,8.462201118469238,"Lehrstuhl für Psychologie III, Universität Mannheim, Mannheim, Germany"
"affiliation:lehrstuhl für psychologie iii, universität mannheim, schloss ehrenhof ost 255, d-68131, mannheim, germany",affiliation,,"Lehrstuhl für Psychologie III, Universität Mannheim, Schloss Ehrenhof Ost 255, D-68131, Mannheim, Germany",,,,49.483924865722656,8.462201118469238,"Lehrstuhl für Psychologie III, Universität Mannheim, Schloss Ehrenhof Ost 255, D-68131, Mannheim, Germany"
"affiliation:leibniz research centre for working environment and human factors (ifado) at dortmund tu, d-44139 dortmund, germany",affiliation,,"Leibniz Research Centre for Working Environment and Human Factors (IfADo) at Dortmund TU, D-44139 Dortmund, Germany",,,,,,"Leibniz Research Centre for Working Environment and Human Factors (IfADo) at Dortmund TU, D-44139 Dortmund, Germany"
"affiliation:leiden center of data science, leiden university, leiden 2300 ra, the netherlands",affiliation,,"Leiden Center of Data Science, Leiden University, Leiden 2300 RA, The Netherlands",,,,52.158329010009766,4.493060111999512,"Leiden Center of Data Science, Leiden University, Leiden 2300 RA, The Netherlands"
"affiliation:leiden center of data science, leiden university, leiden, 2300 ra, the netherlands",affiliation,,"Leiden Center of Data Science, Leiden University, Leiden, 2300 RA, The Netherlands",,,,52.158329010009766,4.493060111999512,"Leiden Center of Data Science, Leiden University, Leiden, 2300 RA, The Netherlands"
"affiliation:leiden institute for advanced computer science, leiden university medical center, leiden 2300 ra, the netherlands",affiliation,,"Leiden Institute for Advanced Computer Science, Leiden University Medical Center, Leiden 2300 RA, The Netherlands",,,,52.158329010009766,4.493060111999512,"Leiden Institute for Advanced Computer Science, Leiden University Medical Center, Leiden 2300 RA, The Netherlands"
"affiliation:leiden institute for advanced computer science, leiden university medical center, leiden, 2300 ra, the netherlands",affiliation,,"Leiden Institute for Advanced Computer Science, Leiden University Medical Center, Leiden, 2300 RA, The Netherlands",,,,52.158329010009766,4.493060111999512,"Leiden Institute for Advanced Computer Science, Leiden University Medical Center, Leiden, 2300 RA, The Netherlands"
"affiliation:leiden institute of advanced computer science, leiden university, leiden 2333 ca, the netherlands",affiliation,,"Leiden Institute of Advanced Computer Science, Leiden University, Leiden 2333 CA, The Netherlands",,,,52.158329010009766,4.493060111999512,"Leiden Institute of Advanced Computer Science, Leiden University, Leiden 2333 CA, The Netherlands"
"affiliation:leiden institute of advanced computer science, leiden university, leiden, 2333 ca, the netherlands",affiliation,,"Leiden Institute of Advanced Computer Science, Leiden University, Leiden, 2333 CA, The Netherlands",,,,52.158329010009766,4.493060111999512,"Leiden Institute of Advanced Computer Science, Leiden University, Leiden, 2333 CA, The Netherlands"
"affiliation:leiden university hospital, leiden, the netherlands",affiliation,,"Leiden University Hospital, Leiden, the Netherlands",,,,46.94809,7.44744,"Leiden University Hospital, Leiden, the Netherlands"
"affiliation:leiden university medical center, leiden 2333 za, the netherlands",affiliation,,"Leiden University Medical Center, Leiden 2333 ZA, The Netherlands",,,,52.158329010009766,4.493060111999512,"Leiden University Medical Center, Leiden 2333 ZA, The Netherlands"
"affiliation:leiden university medical center, leiden and dutch techcenter for life sciences, utrecht 2333 za, the netherlands",affiliation,,"Leiden University Medical Center, Leiden and Dutch TechCenter for Life Sciences, Utrecht 2333 ZA, The Netherlands",,,,52.158329010009766,4.493060111999512,"Leiden University Medical Center, Leiden and Dutch TechCenter for Life Sciences, Utrecht 2333 ZA, The Netherlands"
"affiliation:leiden university medical center, leiden and dutch techcenter for life sciences, utrecht, 2333 za, the netherlands",affiliation,,"Leiden University Medical Center, Leiden and Dutch TechCenter for Life Sciences, Utrecht, 2333 ZA, The Netherlands",,,,52.158329010009766,4.493060111999512,"Leiden University Medical Center, Leiden and Dutch TechCenter for Life Sciences, Utrecht, 2333 ZA, The Netherlands"
"affiliation:leiden university medical center, leiden, 2333 za, the netherlands",affiliation,,"Leiden University Medical Center, Leiden, 2333 ZA, The Netherlands",,,,52.158329010009766,4.493060111999512,"Leiden University Medical Center, Leiden, 2333 ZA, The Netherlands"
"affiliation:lentis/dignis, mental health care institute, zuidlaren, and",affiliation,,"Lentis/Dignis, Mental Health Care Institute, Zuidlaren, and",,,,53.208282470703125,6.573594093322754,"Lentis/Dignis, Mental Health Care Institute, Zuidlaren, and"
"affiliation:lentis/dignis, mental health care institute, zuidlaren, the netherlands",affiliation,,"Lentis/Dignis, Mental Health Care Institute, Zuidlaren, The Netherlands",,,,53.208282470703125,6.573594093322754,"Lentis/Dignis, Mental Health Care Institute, Zuidlaren, The Netherlands"
affiliation:lgc - laboratoire de génétique cellulaire (23 chemin des capelles bp 87614 31076 toulouse cedex 3 - france),affiliation,,LGC - Laboratoire de Génétique Cellulaire (23 Chemin des Capelles BP 87614 31076 Toulouse Cedex 3 - France),,,,43.515899658203125,1.4986000061035156,LGC - Laboratoire de Génétique Cellulaire (23 Chemin des Capelles BP 87614 31076 Toulouse Cedex 3 - France)
"affiliation:li ka shing knowledge institute of st. michael's hospital, unity health toronto, toronto, canada",affiliation,,"Li Ka Shing Knowledge Institute of St. Michael's Hospital, Unity Health Toronto, Toronto, Canada",,,,43.70642852783203,-79.39864349365234,"Li Ka Shing Knowledge Institute of St. Michael's Hospital, Unity Health Toronto, Toronto, Canada"
"affiliation:li ka shing knowledge institute of st. michael's hospital, unity health toronto, toronto, canada; epidemiology division of the dalla lana school of public health and the institute of health management, policy, and evaluation, university of toronto, toronto, canada; queen's collaboration for health care quality joanna briggs institute centre of excellence, queen's university, kingston, canada",affiliation,,"Li Ka Shing Knowledge Institute of St. Michael's Hospital, Unity Health Toronto, Toronto, Canada; Epidemiology Division of the Dalla Lana School of Public Health and the Institute of Health Management, Policy, and Evaluation, University of Toronto, Toronto, Canada; Queen's Collaboration for Health Care Quality Joanna Briggs Institute Centre of Excellence, Queen's University, Kingston, Canada",,,,43.70642852783203,-79.39864349365234,"Li Ka Shing Knowledge Institute of St. Michael's Hospital, Unity Health Toronto, Toronto, Canada; Epidemiology Division of the Dalla Lana School of Public Health and the Institute of Health Management, Policy, and Evaluation, University of Toronto, Toronto, Canada; Queen's Collaboration for Health Care Quality Joanna Briggs Institute Centre of Excellence, Queen's University, Kingston, Canada"
affiliation:line corporation 12,affiliation,,LINE Corporation 12,,,,43.07305,-89.40123,LINE Corporation 12
"affiliation:lip6, université pierre et marie curie, 4 place jussieu, f-75005 paris, france",affiliation,,"LIP6, Université Pierre et Marie Curie, 4 place Jussieu, F-75005 Paris, France",,,,50.66828918457031,4.614429950714111,"LIP6, Université Pierre et Marie Curie, 4 place Jussieu, F-75005 Paris, France"
"affiliation:lirmm, cnrs, 161 rue ada, 34392, montpellier cedex 5, france",affiliation,,"LIRMM, CNRS, 161 Rue Ada, 34392, Montpellier Cedex 5, France",,,,,,"LIRMM, CNRS, 161 Rue Ada, 34392, Montpellier Cedex 5, France"
"affiliation:lirmm, cnrs161 rue ada, 34392, montpellier cedex 5, france e-mail:  (o.g.)",affiliation,,"LIRMM, CNRS161 Rue Ada, 34392, Montpellier Cedex 5, France E-mail:  (O.G.)",,,,43.61093,3.87635,"LIRMM, CNRS161 Rue Ada, 34392, Montpellier Cedex 5, France E-mail:  (O.G.)"
"affiliation:lirmm, cnrs161 rue ada, 34392, montpellier cedex 5, france e-mail: gascuel@lirmm.fr (o.g.)",affiliation,,"LIRMM, CNRS161 Rue Ada, 34392, Montpellier Cedex 5, France E-mail: gascuel@lirmm.fr (O.G.)",,,,43.61093,3.87635,"LIRMM, CNRS161 Rue Ada, 34392, Montpellier Cedex 5, France E-mail: gascuel@lirmm.fr (O.G.)"
"affiliation:london school of hygiene and tropical medicine, london, uk",affiliation,,"London School of Hygiene and Tropical Medicine, London, UK",,,,45.41117,-75.69812,"London School of Hygiene and Tropical Medicine, London, UK"
"affiliation:london school of hygiene and tropical medicine, university of london, london",affiliation,,"London School of Hygiene and Tropical Medicine, University of London, London",,,,51.50853,-0.12574,"London School of Hygiene and Tropical Medicine, University of London, London"
"affiliation:london school of hygiene and tropical medicine, university of london, london,
          united kingdom",affiliation,,"London School of Hygiene and Tropical Medicine, University of London, London,
          United Kingdom",,,,51.50853,-0.12574,"London School of Hygiene and Tropical Medicine, University of London, London,
          United Kingdom"
"affiliation:london school of hygiene and tropical medicine, university of london, london, uk",affiliation,,"London School of Hygiene and Tropical Medicine, University of London, London, UK",,,,46.94809,7.44744,"London School of Hygiene and Tropical Medicine, University of London, London, UK"
"affiliation:london school of hygiene and tropical medicine, university of london, london, united kingdom",affiliation,,"London School of Hygiene and Tropical Medicine, University of London, London, United Kingdom",,,,51.50853,-0.12574,"London School of Hygiene and Tropical Medicine, University of London, London, United Kingdom"
"affiliation:long island jewish medical centenew hyde park, n.y. (for the cancer and leukemia group b)",affiliation,,"Long Island Jewish Medical CenteNew Hyde Park, N.Y. (for the Cancer and Leukemia Group B)",,,,40.75416564941406,-73.7088851928711,"Long Island Jewish Medical CenteNew Hyde Park, N.Y. (for the Cancer and Leukemia Group B)"
"affiliation:los alamos national laboratory, los alamos, nm 87545, usa",affiliation,,"Los Alamos National Laboratory, Los Alamos, NM 87545, USA",,,,35.88808059692383,-106.30696868896484,"Los Alamos National Laboratory, Los Alamos, NM 87545, USA"
"affiliation:los alamos national laboratory, los alamos, nm, usa. scipy.articles@gmail.com",affiliation,,"Los Alamos National Laboratory, Los Alamos, NM, USA. scipy.articles@gmail.com",,,,35.88808059692383,-106.30696868896484,"Los Alamos National Laboratory, Los Alamos, NM, USA. scipy.articles@gmail.com"
