id,type,source,target,publication_id,topic_id,topic_name,score
has_topic:publication:W2137015675->topic:T11986,has_topic,publication:W2137015675,topic:T11986,W2137015675,T11986,Scientific Computing and Data Management,0.9817000031471252
has_topic:publication:W2137015675->topic:T10715,has_topic,publication:W2137015675,topic:T10715,W2137015675,T10715,Distributed and Parallel Computing Systems,0.9470999836921692
has_topic:publication:W2168696662->topic:T10015,has_topic,publication:W2168696662,topic:T10015,W2168696662,T10015,Genomics and Phylogenetic Studies,0.9998999834060669
has_topic:publication:W2168696662->topic:T10012,has_topic,publication:W2168696662,topic:T10012,W2168696662,T10012,Genetic diversity and population structure,0.9961000084877014
has_topic:publication:W2168696662->topic:T11354,has_topic,publication:W2168696662,topic:T11354,W2168696662,T11354,Evolution and Paleontology Studies,0.9661999940872192
has_topic:publication:W2146058063->topic:T10015,has_topic,publication:W2146058063,topic:T10015,W2146058063,T10015,Genomics and Phylogenetic Studies,0.9984999895095825
has_topic:publication:W2146058063->topic:T10012,has_topic,publication:W2146058063,topic:T10012,W2146058063,T10012,Genetic diversity and population structure,0.9911999702453613
has_topic:publication:W2146058063->topic:T11354,has_topic,publication:W2146058063,topic:T11354,W2146058063,T11354,Evolution and Paleontology Studies,0.9911999702453613
has_topic:publication:W2161444534->topic:T10015,has_topic,publication:W2161444534,topic:T10015,W2161444534,T10015,Genomics and Phylogenetic Studies,0.9983000159263611
has_topic:publication:W2161444534->topic:T11901,has_topic,publication:W2161444534,topic:T11901,W2161444534,T11901,Bayesian Methods and Mixture Models,0.9980000257492065
has_topic:publication:W2161444534->topic:T10012,has_topic,publication:W2161444534,topic:T10012,W2161444534,T10012,Genetic diversity and population structure,0.9921000003814697
has_topic:publication:W2082928585->topic:T10015,has_topic,publication:W2082928585,topic:T10015,W2082928585,T10015,Genomics and Phylogenetic Studies,0.9995999932289124
has_topic:publication:W2082928585->topic:T10012,has_topic,publication:W2082928585,topic:T10012,W2082928585,T10012,Genetic diversity and population structure,0.9897000193595886
has_topic:publication:W2082928585->topic:T11764,has_topic,publication:W2082928585,topic:T11764,W2082928585,T11764,Evolution and Genetic Dynamics,0.9811000227928162
has_topic:publication:W1964435302->topic:T10206,has_topic,publication:W1964435302,topic:T10206,W1964435302,T10206,Meta-analysis and systematic reviews,0.9969000220298767
has_topic:publication:W1964435302->topic:T11235,has_topic,publication:W1964435302,topic:T11235,W1964435302,T11235,Statistical Methods in Clinical Trials,0.9696000218391418
has_topic:publication:W1964435302->topic:T13309,has_topic,publication:W1964435302,topic:T13309,W1964435302,T13309,Reliability and Agreement in Measurement,0.96670001745224
has_topic:publication:W2328176404->topic:T11871,has_topic,publication:W2328176404,topic:T11871,W2328176404,T11871,Advanced Statistical Methods and Models,0.9871000051498413
has_topic:publication:W2328176404->topic:T11186,has_topic,publication:W2328176404,topic:T11186,W2328176404,T11186,Hydrology and Drought Analysis,0.9847999811172485
has_topic:publication:W2328176404->topic:T11490,has_topic,publication:W2328176404,topic:T11490,W2328176404,T11490,Hydrological Forecasting Using AI,0.9805999994277954
has_topic:publication:W1594031697->topic:T13318,has_topic,publication:W1594031697,topic:T13318,W1594031697,T13318,Diverse Scientific Research in Ukraine,0.929099977016449
has_topic:publication:W1594031697->topic:T12618,has_topic,publication:W1594031697,topic:T12618,W1594031697,T12618,Botany and Plant Ecology Studies,0.9172000288963318
has_topic:publication:W1594031697->topic:T11796,has_topic,publication:W1594031697,topic:T11796,W1594031697,T11796,Horticultural and Viticultural Research,0.909500002861023
has_topic:publication:W2141088880->topic:T13937,has_topic,publication:W2141088880,topic:T13937,W2141088880,T13937,"Genetics, Bioinformatics, and Biomedical Research",0.5134999752044678
has_topic:publication:W2141088880->topic:T10885,has_topic,publication:W2141088880,topic:T10885,W2141088880,T10885,Gene expression and cancer classification,0.5072000026702881
has_topic:publication:W2141088880->topic:T11468,has_topic,publication:W2141088880,topic:T11468,W2141088880,T11468,Genetic Mapping and Diversity in Plants and Animals,0.5016000270843506
has_topic:publication:W2164777277->topic:T13309,has_topic,publication:W2164777277,topic:T13309,W2164777277,T13309,Reliability and Agreement in Measurement,0.9998999834060669
has_topic:publication:W2164777277->topic:T14374,has_topic,publication:W2164777277,topic:T14374,W2164777277,T14374,Statistical Methods in Epidemiology,0.9817000031471252
has_topic:publication:W2164777277->topic:T10206,has_topic,publication:W2164777277,topic:T10206,W2164777277,T10206,Meta-analysis and systematic reviews,0.9611999988555908
has_topic:publication:W2092713296->topic:T10821,has_topic,publication:W2092713296,topic:T10821,W2092713296,T10821,Cardiovascular Function and Risk Factors,0.1379999965429306
has_topic:publication:W2097580026->topic:T11270,has_topic,publication:W2097580026,topic:T11270,W2097580026,T11270,Complex Systems and Time Series Analysis,0.9969000220298767
has_topic:publication:W2097580026->topic:T10282,has_topic,publication:W2097580026,topic:T10282,W2097580026,T10282,Financial Risk and Volatility Modeling,0.9947999715805054
has_topic:publication:W2097580026->topic:T10007,has_topic,publication:W2097580026,topic:T10007,W2097580026,T10007,Monetary Policy and Economic Impact,0.9887999892234802
has_topic:publication:W2149860264->topic:T10136,has_topic,publication:W2149860264,topic:T10136,W2149860264,T10136,Statistical Methods and Inference,0.9975000023841858
has_topic:publication:W2149860264->topic:T10243,has_topic,publication:W2149860264,topic:T10243,W2149860264,T10243,Statistical Methods and Bayesian Inference,0.9959999918937683
has_topic:publication:W2149860264->topic:T11871,has_topic,publication:W2149860264,topic:T11871,W2149860264,T11871,Advanced Statistical Methods and Models,0.9922999739646912
has_topic:publication:W2150291618->topic:T10845,has_topic,publication:W2150291618,topic:T10845,W2150291618,T10845,Advanced Causal Inference Techniques,0.9998999834060669
has_topic:publication:W2150291618->topic:T10136,has_topic,publication:W2150291618,topic:T10136,W2150291618,T10136,Statistical Methods and Inference,0.9977999925613403
has_topic:publication:W2150291618->topic:T10243,has_topic,publication:W2150291618,topic:T10243,W2150291618,T10243,Statistical Methods and Bayesian Inference,0.9961000084877014
has_topic:publication:W2168745915->topic:T13307,has_topic,publication:W2168745915,topic:T13307,W2168745915,T13307,Diverse Scientific and Engineering Research,0.9004999995231628
has_topic:publication:W2008708467->topic:T10044,has_topic,publication:W2008708467,topic:T10044,W2008708467,T10044,Protein Structure and Dynamics,0.9998000264167786
has_topic:publication:W2008708467->topic:T11162,has_topic,publication:W2008708467,topic:T11162,W2008708467,T11162,Enzyme Structure and Function,0.9994000196456909
has_topic:publication:W2008708467->topic:T12748,has_topic,publication:W2008708467,topic:T12748,W2008708467,T12748,Molecular spectroscopy and chirality,0.9988999962806702
has_topic:publication:W2159707944->topic:T10887,has_topic,publication:W2159707944,topic:T10887,W2159707944,T10887,Bioinformatics and Genomic Networks,0.9998000264167786
has_topic:publication:W2159707944->topic:T10885,has_topic,publication:W2159707944,topic:T10885,W2159707944,T10885,Gene expression and cancer classification,0.9986000061035156
has_topic:publication:W2159707944->topic:T10604,has_topic,publication:W2159707944,topic:T10604,W2159707944,T10604,RNA Research and Splicing,0.9926000237464905
has_topic:publication:W1999574084->topic:T10015,has_topic,publication:W1999574084,topic:T10015,W1999574084,T10015,Genomics and Phylogenetic Studies,0.9998999834060669
has_topic:publication:W1999574084->topic:T11970,has_topic,publication:W1999574084,topic:T11970,W1999574084,T11970,Molecular Biology Techniques and Applications,0.9962000250816345
has_topic:publication:W1999574084->topic:T11482,has_topic,publication:W1999574084,topic:T11482,W1999574084,T11482,RNA modifications and cancer,0.9945999979972839
has_topic:publication:W2142678478->topic:T10015,has_topic,publication:W2142678478,topic:T10015,W2142678478,T10015,Genomics and Phylogenetic Studies,0.9998000264167786
has_topic:publication:W2142678478->topic:T11269,has_topic,publication:W2142678478,topic:T11269,W2142678478,T11269,Algorithms and Data Compression,0.9986000061035156
has_topic:publication:W2142678478->topic:T10885,has_topic,publication:W2142678478,topic:T10885,W2142678478,T10885,Gene expression and cancer classification,0.9972000122070312
has_topic:publication:W1966327575->topic:T10887,has_topic,publication:W1966327575,topic:T10887,W1966327575,T10887,Bioinformatics and Genomic Networks,0.9998999834060669
has_topic:publication:W1966327575->topic:T10885,has_topic,publication:W1966327575,topic:T10885,W1966327575,T10885,Gene expression and cancer classification,0.9977999925613403
has_topic:publication:W1966327575->topic:T10621,has_topic,publication:W1966327575,topic:T10621,W1966327575,T10621,Gene Regulatory Network Analysis,0.9904000163078308
has_topic:publication:W3118615836->topic:T10206,has_topic,publication:W3118615836,topic:T10206,W3118615836,T10206,Meta-analysis and systematic reviews,0.9993000030517578
has_topic:publication:W3118615836->topic:T10416,has_topic,publication:W3118615836,topic:T10416,W3118615836,T10416,Traumatic Brain Injury Research,0.9817000031471252
has_topic:publication:W3118615836->topic:T12443,has_topic,publication:W3118615836,topic:T12443,W3118615836,T12443,Delphi Technique in Research,0.9458000063896179
has_topic:publication:W2970684805->topic:T10206,has_topic,publication:W2970684805,topic:T10206,W2970684805,T10206,Meta-analysis and systematic reviews,0.9997000098228455
has_topic:publication:W2970684805->topic:T10804,has_topic,publication:W2970684805,topic:T10804,W2970684805,T10804,"Health Systems, Economic Evaluations, Quality of Life",0.998199999332428
has_topic:publication:W2970684805->topic:T12443,has_topic,publication:W2970684805,topic:T12443,W2970684805,T12443,Delphi Technique in Research,0.9897000193595886
has_topic:publication:W2531269403->topic:T10804,has_topic,publication:W2531269403,topic:T10804,W2531269403,T10804,"Health Systems, Economic Evaluations, Quality of Life",0.9987000226974487
has_topic:publication:W2531269403->topic:T10206,has_topic,publication:W2531269403,topic:T10206,W2531269403,T10206,Meta-analysis and systematic reviews,0.9952999949455261
has_topic:publication:W2531269403->topic:T11590,has_topic,publication:W2531269403,topic:T11590,W2531269403,T11590,Primary Care and Health Outcomes,0.9890999794006348
has_topic:publication:W2098923148->topic:T10206,has_topic,publication:W2098923148,topic:T10206,W2098923148,T10206,Meta-analysis and systematic reviews,0.9994000196456909
has_topic:publication:W2098923148->topic:T10804,has_topic,publication:W2098923148,topic:T10804,W2098923148,T10804,"Health Systems, Economic Evaluations, Quality of Life",0.9961000084877014
has_topic:publication:W2098923148->topic:T13555,has_topic,publication:W2098923148,topic:T13555,W2098923148,T13555,"Healthcare cost, quality, practices",0.9884999990463257
has_topic:publication:W2156098321->topic:T10206,has_topic,publication:W2156098321,topic:T10206,W2156098321,T10206,Meta-analysis and systematic reviews,0.9987999796867371
has_topic:publication:W2156098321->topic:T12443,has_topic,publication:W2156098321,topic:T12443,W2156098321,T12443,Delphi Technique in Research,0.9846000075340271
has_topic:publication:W2156098321->topic:T11744,has_topic,publication:W2156098321,topic:T11744,W2156098321,T11744,Health Sciences Research and Education,0.9638000130653381
has_topic:publication:W2134833483->topic:T10206,has_topic,publication:W2134833483,topic:T10206,W2134833483,T10206,Meta-analysis and systematic reviews,0.9994000196456909
has_topic:publication:W2134833483->topic:T10804,has_topic,publication:W2134833483,topic:T10804,W2134833483,T10804,"Health Systems, Economic Evaluations, Quality of Life",0.9653000235557556
has_topic:publication:W2134833483->topic:T12443,has_topic,publication:W2134833483,topic:T12443,W2134833483,T12443,Delphi Technique in Research,0.9639999866485596
has_topic:publication:W2165010366->topic:T12664,has_topic,publication:W2165010366,topic:T12664,W2165010366,T12664,Clinical practice guidelines implementation,0.9965000152587891
has_topic:publication:W2165010366->topic:T10206,has_topic,publication:W2165010366,topic:T10206,W2165010366,T10206,Meta-analysis and systematic reviews,0.9947999715805054
has_topic:publication:W2165010366->topic:T10804,has_topic,publication:W2165010366,topic:T10804,W2165010366,T10804,"Health Systems, Economic Evaluations, Quality of Life",0.9890999794006348
has_topic:publication:W2125435699->topic:T10206,has_topic,publication:W2125435699,topic:T10206,W2125435699,T10206,Meta-analysis and systematic reviews,0.998199999332428
has_topic:publication:W2125435699->topic:T11116,has_topic,publication:W2125435699,topic:T11116,W2125435699,T11116,"Trauma, Hemostasis, Coagulopathy, Resuscitation",0.9657999873161316
has_topic:publication:W2125435699->topic:T11744,has_topic,publication:W2125435699,topic:T11744,W2125435699,T11744,Health Sciences Research and Education,0.963699996471405
has_topic:publication:W2104129218->topic:T10010,has_topic,publication:W2104129218,topic:T10010,W2104129218,T10010,"Obesity, Physical Activity, Diet",0.9994999766349792
has_topic:publication:W2104129218->topic:T11629,has_topic,publication:W2104129218,topic:T11629,W2104129218,T11629,"Birth, Development, and Health",0.9900000095367432
has_topic:publication:W2104129218->topic:T10596,has_topic,publication:W2104129218,topic:T10596,W2104129218,T10596,Child Nutrition and Water Access,0.9750000238418579
has_topic:publication:W2157823046->topic:T10206,has_topic,publication:W2157823046,topic:T10206,W2157823046,T10206,Meta-analysis and systematic reviews,0.9994999766349792
has_topic:publication:W2157823046->topic:T11235,has_topic,publication:W2157823046,topic:T11235,W2157823046,T11235,Statistical Methods in Clinical Trials,0.9753000140190125
has_topic:publication:W2157823046->topic:T11700,has_topic,publication:W2157823046,topic:T11700,W2157823046,T11700,Hemodynamic Monitoring and Therapy,0.9731000065803528
has_topic:publication:W2106952837->topic:T11744,has_topic,publication:W2106952837,topic:T11744,W2106952837,T11744,Health Sciences Research and Education,0.9972000122070312
has_topic:publication:W2106952837->topic:T10206,has_topic,publication:W2106952837,topic:T10206,W2106952837,T10206,Meta-analysis and systematic reviews,0.9846000075340271
has_topic:publication:W2106952837->topic:T12664,has_topic,publication:W2106952837,topic:T12664,W2106952837,T12664,Clinical practice guidelines implementation,0.9833999872207642
has_topic:publication:W2121960517->topic:T11235,has_topic,publication:W2121960517,topic:T11235,W2121960517,T11235,Statistical Methods in Clinical Trials,0.9861999750137329
has_topic:publication:W2121960517->topic:T10185,has_topic,publication:W2121960517,topic:T10185,W2121960517,T10185,Lymphoma Diagnosis and Treatment,0.9570000171661377
has_topic:publication:W2121960517->topic:T10136,has_topic,publication:W2121960517,topic:T10136,W2121960517,T10136,Statistical Methods and Inference,0.9210000038146973
has_topic:publication:W2560367415->topic:T10158,has_topic,publication:W2560367415,topic:T10158,W2560367415,T10158,Cancer Immunotherapy and Biomarkers,1.0
has_topic:publication:W2560367415->topic:T11491,has_topic,publication:W2560367415,topic:T11491,W2560367415,T11491,CAR-T cell therapy research,0.9969000220298767
has_topic:publication:W2560367415->topic:T10580,has_topic,publication:W2560367415,topic:T10580,W2560367415,T10580,Immunotherapy and Immune Responses,0.9958000183105469
has_topic:publication:W2052853635->topic:T10294,has_topic,publication:W2052853635,topic:T10294,W2052853635,T10294,Cell death mechanisms and regulation,0.9973000288009644
has_topic:publication:W2052853635->topic:T10725,has_topic,publication:W2052853635,topic:T10725,W2052853635,T10725,RNA Interference and Gene Delivery,0.9857000112533569
has_topic:publication:W2052853635->topic:T10583,has_topic,publication:W2052853635,topic:T10583,W2052853635,T10583,Cancer-related Molecular Pathways,0.982200026512146
has_topic:publication:W2033952602->topic:T11981,has_topic,publication:W2033952602,topic:T11981,W2033952602,T11981,Qualitative Research Methods and Ethics,0.05469999834895134
has_topic:publication:W2033952602->topic:T12880,has_topic,publication:W2033952602,topic:T12880,W2033952602,T12880,Qualitative Research Methods and Applications,0.04520000144839287
has_topic:publication:W1995341919->topic:T11727,has_topic,publication:W1995341919,topic:T11727,W1995341919,T11727,Advanced Algebra and Logic,0.9229000210762024
has_topic:publication:W2173251738->topic:T10029,has_topic,publication:W2173251738,topic:T10029,W2173251738,T10029,Climate variability and models,0.9998999834060669
has_topic:publication:W2173251738->topic:T10466,has_topic,publication:W2173251738,topic:T10466,W2173251738,T10466,Meteorological Phenomena and Simulations,0.9998999834060669
has_topic:publication:W2173251738->topic:T11588,has_topic,publication:W2173251738,topic:T11588,W2173251738,T11588,Atmospheric and Environmental Gas Dynamics,0.9997000098228455
has_topic:publication:W2121001699->topic:T10609,has_topic,publication:W2121001699,topic:T10609,W2121001699,T10609,Digital Marketing and Social Media,0.9991000294685364
has_topic:publication:W2121001699->topic:T12028,has_topic,publication:W2121001699,topic:T12028,W2121001699,T12028,Knowledge Management and Sharing,0.9987999796867371
has_topic:publication:W2121001699->topic:T10355,has_topic,publication:W2121001699,topic:T10355,W2121001699,T10355,Impact of Technology on Adolescents,0.9958999752998352
has_topic:publication:W4393935425->topic:T10556,has_topic,publication:W4393935425,topic:T10556,W4393935425,T10556,Global Cancer Incidence and Screening,0.9994999766349792
has_topic:publication:W4393935425->topic:T14078,has_topic,publication:W4393935425,topic:T14078,W4393935425,T14078,Multiple and Secondary Primary Cancers,0.9950000047683716
has_topic:publication:W4393935425->topic:T10552,has_topic,publication:W4393935425,topic:T10552,W4393935425,T10552,Colorectal Cancer Screening and Detection,0.9889000058174133
has_topic:publication:W4315754639->topic:T10556,has_topic,publication:W4315754639,topic:T10556,W4315754639,T10556,Global Cancer Incidence and Screening,0.9991000294685364
has_topic:publication:W4315754639->topic:T10146,has_topic,publication:W4315754639,topic:T10146,W4315754639,T10146,Cervical Cancer and HPV Research,0.991599977016449
has_topic:publication:W4315754639->topic:T11296,has_topic,publication:W4315754639,topic:T11296,W4315754639,T11296,COVID-19 and healthcare impacts,0.989300012588501
has_topic:publication:W4206841660->topic:T10556,has_topic,publication:W4206841660,topic:T10556,W4206841660,T10556,Global Cancer Incidence and Screening,0.9994000196456909
has_topic:publication:W4206841660->topic:T12708,has_topic,publication:W4206841660,topic:T12708,W4206841660,T12708,Economic and Financial Impacts of Cancer,0.9934999942779541
has_topic:publication:W4206841660->topic:T12103,has_topic,publication:W4206841660,topic:T12103,W4206841660,T12103,Cancer Risks and Factors,0.9907000064849854
has_topic:publication:W3119005666->topic:T10556,has_topic,publication:W3119005666,topic:T10556,W3119005666,T10556,Global Cancer Incidence and Screening,0.9980999827384949
has_topic:publication:W3119005666->topic:T10552,has_topic,publication:W3119005666,topic:T10552,W3119005666,T10552,Colorectal Cancer Screening and Detection,0.9948999881744385
has_topic:publication:W3119005666->topic:T11287,has_topic,publication:W3119005666,topic:T11287,W3119005666,T11287,Cancer Genomics and Diagnostics,0.9944999814033508
has_topic:publication:W3128646645->topic:T10556,has_topic,publication:W3128646645,topic:T10556,W3128646645,T10556,Global Cancer Incidence and Screening,0.9994999766349792
has_topic:publication:W3128646645->topic:T10552,has_topic,publication:W3128646645,topic:T10552,W3128646645,T10552,Colorectal Cancer Screening and Detection,0.9961000084877014
has_topic:publication:W3128646645->topic:T14078,has_topic,publication:W3128646645,topic:T14078,W3128646645,T14078,Multiple and Secondary Primary Cancers,0.9872999787330627
has_topic:publication:W2999417355->topic:T12708,has_topic,publication:W2999417355,topic:T12708,W2999417355,T12708,Economic and Financial Impacts of Cancer,0.9994000196456909
has_topic:publication:W2999417355->topic:T10556,has_topic,publication:W2999417355,topic:T10556,W2999417355,T10556,Global Cancer Incidence and Screening,0.9990000128746033
has_topic:publication:W2999417355->topic:T11287,has_topic,publication:W2999417355,topic:T11287,W2999417355,T11287,Cancer Genomics and Diagnostics,0.9929999709129333
has_topic:publication:W2911188335->topic:T10556,has_topic,publication:W2911188335,topic:T10556,W2911188335,T10556,Global Cancer Incidence and Screening,0.9994000196456909
has_topic:publication:W2911188335->topic:T12708,has_topic,publication:W2911188335,topic:T12708,W2911188335,T12708,Economic and Financial Impacts of Cancer,0.9977999925613403
has_topic:publication:W2911188335->topic:T10552,has_topic,publication:W2911188335,topic:T10552,W2911188335,T10552,Colorectal Cancer Screening and Detection,0.9858999848365784
has_topic:publication:W2781525129->topic:T10556,has_topic,publication:W2781525129,topic:T10556,W2781525129,T10556,Global Cancer Incidence and Screening,0.9997000098228455
has_topic:publication:W2781525129->topic:T12708,has_topic,publication:W2781525129,topic:T12708,W2781525129,T12708,Economic and Financial Impacts of Cancer,0.998199999332428
has_topic:publication:W2781525129->topic:T10552,has_topic,publication:W2781525129,topic:T10552,W2781525129,T10552,Colorectal Cancer Screening and Detection,0.9941999912261963
has_topic:publication:W2889646458->topic:T10556,has_topic,publication:W2889646458,topic:T10556,W2889646458,T10556,Global Cancer Incidence and Screening,0.9997000098228455
has_topic:publication:W2889646458->topic:T10552,has_topic,publication:W2889646458,topic:T10552,W2889646458,T10552,Colorectal Cancer Screening and Detection,0.9962999820709229
has_topic:publication:W2889646458->topic:T12708,has_topic,publication:W2889646458,topic:T12708,W2889646458,T12708,Economic and Financial Impacts of Cancer,0.9908999800682068
has_topic:publication:W2272984102->topic:T10556,has_topic,publication:W2272984102,topic:T10556,W2272984102,T10556,Global Cancer Incidence and Screening,0.998199999332428
has_topic:publication:W2272984102->topic:T10552,has_topic,publication:W2272984102,topic:T10552,W2272984102,T10552,Colorectal Cancer Screening and Detection,0.9921000003814697
has_topic:publication:W2272984102->topic:T11531,has_topic,publication:W2272984102,topic:T11531,W2272984102,T11531,Healthcare Systems and Reforms,0.9764999747276306
has_topic:publication:W2235523093->topic:T10556,has_topic,publication:W2235523093,topic:T10556,W2235523093,T10556,Global Cancer Incidence and Screening,0.9994000196456909
has_topic:publication:W2235523093->topic:T10552,has_topic,publication:W2235523093,topic:T10552,W2235523093,T10552,Colorectal Cancer Screening and Detection,0.9983000159263611
has_topic:publication:W2235523093->topic:T12708,has_topic,publication:W2235523093,topic:T12708,W2235523093,T12708,Economic and Financial Impacts of Cancer,0.9958999752998352
has_topic:publication:W2917837889->topic:T10552,has_topic,publication:W2917837889,topic:T10552,W2917837889,T10552,Colorectal Cancer Screening and Detection,0.9965999722480774
has_topic:publication:W2917837889->topic:T10556,has_topic,publication:W2917837889,topic:T10556,W2917837889,T10556,Global Cancer Incidence and Screening,0.9958000183105469
has_topic:publication:W2917837889->topic:T10619,has_topic,publication:W2917837889,topic:T10619,W2917837889,T10619,Esophageal Cancer Research and Treatment,0.9843000173568726
has_topic:publication:W2106787323->topic:T10552,has_topic,publication:W2106787323,topic:T10552,W2106787323,T10552,Colorectal Cancer Screening and Detection,0.9955999851226807
has_topic:publication:W2106787323->topic:T10556,has_topic,publication:W2106787323,topic:T10556,W2106787323,T10556,Global Cancer Incidence and Screening,0.9955999851226807
has_topic:publication:W2106787323->topic:T10146,has_topic,publication:W2106787323,topic:T10146,W2106787323,T10146,Cervical Cancer and HPV Research,0.9646000266075134
has_topic:publication:W2020830322->topic:T10556,has_topic,publication:W2020830322,topic:T10556,W2020830322,T10556,Global Cancer Incidence and Screening,0.9901999831199646
has_topic:publication:W2020830322->topic:T10552,has_topic,publication:W2020830322,topic:T10552,W2020830322,T10552,Colorectal Cancer Screening and Detection,0.9829999804496765
has_topic:publication:W2020830322->topic:T10146,has_topic,publication:W2020830322,topic:T10146,W2020830322,T10146,Cervical Cancer and HPV Research,0.9822999835014343
has_topic:publication:W4300009529->topic:T14296,has_topic,publication:W4300009529,topic:T14296,W4300009529,T14296,Climate Change and Sustainable Development,0.05559999868273735
has_topic:publication:W2296319761->topic:T10963,has_topic,publication:W2296319761,topic:T10963,W2296319761,T10963,Advanced Optimization Algorithms Research,0.9998000264167786
has_topic:publication:W2296319761->topic:T10792,has_topic,publication:W2296319761,topic:T10792,W2296319761,T10792,Matrix Theory and Algorithms,0.9783999919891357
has_topic:publication:W2296319761->topic:T11697,has_topic,publication:W2296319761,topic:T11697,W2296319761,T11697,Numerical Methods and Algorithms,0.9706000089645386
has_topic:publication:W2033819227->topic:T12983,has_topic,publication:W2033819227,topic:T12983,W2033819227,T12983,Satellite Image Processing and Photogrammetry,0.9911999702453613
has_topic:publication:W2033819227->topic:T10531,has_topic,publication:W2033819227,topic:T10531,W2033819227,T10531,Advanced Vision and Imaging,0.9879000186920166
has_topic:publication:W2033819227->topic:T11211,has_topic,publication:W2033819227,topic:T11211,W2033819227,T11211,3D Surveying and Cultural Heritage,0.958899974822998
has_topic:publication:W1666853924->topic:T13493,has_topic,publication:W1666853924,topic:T13493,W1666853924,T13493,Optical and Acousto-Optic Technologies,0.45249998569488525
has_topic:publication:W4210702550->topic:T11806,has_topic,publication:W4210702550,topic:T11806,W4210702550,T11806,Service-Learning and Community Engagement,0.65829998254776
has_topic:publication:W4210702550->topic:T11466,has_topic,publication:W4210702550,topic:T11466,W4210702550,T11466,Innovative Education and Learning Practices,0.5767999887466431
has_topic:publication:W4210702550->topic:T10008,has_topic,publication:W4210702550,topic:T10008,W4210702550,T10008,Teacher Education and Leadership Studies,0.5626999735832214
has_topic:publication:W950821216->topic:T10064,has_topic,publication:W950821216,topic:T10064,W950821216,T10064,Complex Network Analysis Techniques,0.6919000148773193
has_topic:publication:W4245961435->topic:T11466,has_topic,publication:W4245961435,topic:T11466,W4245961435,T11466,Innovative Education and Learning Practices,0.45159998536109924
has_topic:publication:W4233654598->topic:T10319,has_topic,publication:W4233654598,topic:T10319,W4233654598,T10319,"Conservation, Biodiversity, and Resource Management",0.5145000219345093
has_topic:publication:W4298413470->topic:T10503,has_topic,publication:W4298413470,topic:T10503,W4298413470,T10503,Global Financial Crisis and Policies,0.4767000079154968
has_topic:publication:W4298413470->topic:T11742,has_topic,publication:W4298413470,topic:T11742,W4298413470,T11742,Economic Theory and Policy,0.41530001163482666
has_topic:publication:W2133469585->topic:T10315,has_topic,publication:W2133469585,topic:T10315,W2133469585,T10315,Decision-Making and Behavioral Economics,0.9984999895095825
has_topic:publication:W2133469585->topic:T10841,has_topic,publication:W2133469585,topic:T10841,W2133469585,T10841,Economic and Environmental Valuation,0.9714999794960022
has_topic:publication:W2133469585->topic:T11303,has_topic,publication:W2133469585,topic:T11303,W2133469585,T11303,Bayesian Modeling and Causal Inference,0.9205999970436096
has_topic:publication:W4301056702->topic:T13379,has_topic,publication:W4301056702,topic:T13379,W4301056702,T13379,"Multiculturalism, Politics, Migration, Gender",0.9830999970436096
has_topic:publication:W4301056702->topic:T13070,has_topic,publication:W4301056702,topic:T13070,W4301056702,T13070,Cultural Identity and Heritage,0.9372000098228455
has_topic:publication:W4301056702->topic:T11475,has_topic,publication:W4301056702,topic:T11475,W4301056702,T11475,French Urban and Social Studies,0.9190999865531921
has_topic:publication:W2118338381->topic:T14356,has_topic,publication:W2118338381,topic:T14356,W2118338381,T14356,Organizational Leadership and Management Strategies,0.1234000027179718
has_topic:publication:W2152311269->topic:T10387,has_topic,publication:W2152311269,topic:T10387,W2152311269,T10387,Fatty Acid Research and Health,0.9968000054359436
has_topic:publication:W2152311269->topic:T11844,has_topic,publication:W2152311269,topic:T11844,W2152311269,T11844,Lipid metabolism and biosynthesis,0.9950000047683716
has_topic:publication:W2152311269->topic:T10836,has_topic,publication:W2152311269,topic:T10836,W2152311269,T10836,Metabolomics and Mass Spectrometry Studies,0.9926000237464905
has_topic:publication:W2300552860->topic:T10387,has_topic,publication:W2300552860,topic:T10387,W2300552860,T10387,Fatty Acid Research and Health,0.9968000054359436
has_topic:publication:W2300552860->topic:T11844,has_topic,publication:W2300552860,topic:T11844,W2300552860,T11844,Lipid metabolism and biosynthesis,0.9950000047683716
has_topic:publication:W2300552860->topic:T10836,has_topic,publication:W2300552860,topic:T10836,W2300552860,T10836,Metabolomics and Mass Spectrometry Studies,0.9926000237464905
has_topic:publication:W2038533471->topic:T10607,has_topic,publication:W2038533471,topic:T10607,W2038533471,T10607,Magnetic and transport properties of perovskites and related materials,0.9983000159263611
has_topic:publication:W2038533471->topic:T10037,has_topic,publication:W2038533471,topic:T10037,W2038533471,T10037,Physics of Superconductivity and Magnetism,0.9976999759674072
has_topic:publication:W2038533471->topic:T10382,has_topic,publication:W2038533471,topic:T10382,W2038533471,T10382,Quantum and electron transport phenomena,0.9976000189781189
has_topic:publication:W1999130958->topic:T12664,has_topic,publication:W1999130958,topic:T12664,W1999130958,T12664,Clinical practice guidelines implementation,0.9959999918937683
has_topic:publication:W1999130958->topic:T12708,has_topic,publication:W1999130958,topic:T12708,W1999130958,T12708,Economic and Financial Impacts of Cancer,0.9955999851226807
has_topic:publication:W1999130958->topic:T10804,has_topic,publication:W1999130958,topic:T10804,W1999130958,T10804,"Health Systems, Economic Evaluations, Quality of Life",0.9884999990463257
