id,type,publication_id,label,title,year,journal_id,journal_name,cited_by_count
publication:W4294216491,publication,W4294216491,Single-step method of RNA isolation by acid guanidinium thiocyanate-phenol-chloroform extraction,Single-step method of RNA isolation by acid guanidinium thiocyanate-phenol-chloroform extraction,1987,S7858788,Analytical Biochemistry,46869
publication:W2134812217,publication,W2134812217,Single-Step Method of RNA Isolation by Acid Guanidinium Thiocyanate–Phenol–Chloroform Extraction,Single-Step Method of RNA Isolation by Acid Guanidinium Thiocyanate–Phenol–Chloroform Extraction,1987,S7858788,Analytical Biochemistry,63253
publication:W1965324089,publication,W1965324089,System Identification: Theory for the User,System Identification: Theory for the User,1987,name:без журнала,Без журнала,17859
publication:W2097706568,publication,W2097706568,The neighbor-joining method: a new method for reconstructing phylogenetic trees.,The neighbor-joining method: a new method for reconstructing phylogenetic trees.,1987,S57552105,Molecular Biology and Evolution,60336
publication:W2140606211,publication,W2140606211,The Positive and Negative Syndrome Scale (PANSS) for Schizophrenia,The Positive and Negative Syndrome Scale (PANSS) for Schizophrenia,1987,S117485531,Schizophrenia Bulletin,21227
publication:W1536690700,publication,W1536690700,TNM Classification of Malignant Tumours,TNM Classification of Malignant Tumours,1987,name:без журнала,Без журнала,16123
publication:W2145023731,publication,W2145023731,A Computational Approach to Edge Detection,A Computational Approach to Edge Detection,1986,S199944782,IEEE Transactions on Pattern Analysis and Machine Intelligence,28880
publication:W3121131820,publication,W3121131820,"Agency Costs of Free Cash Flow, Corporate Finance, and Takeovers","Agency Costs of Free Cash Flow, Corporate Finance, and Takeovers",1986,S23254222,American Economic Review,17576
publication:W3085162807,publication,W3085162807,Classification and Regression Trees.,Classification and Regression Trees.,1986,S4394736638,Journal of the American Statistical Association,21045
publication:W2030687437,publication,W2030687437,Density-functional approximation for the correlation energy of the inhomogeneous electron gas,Density-functional approximation for the correlation energy of the inhomogeneous electron gas,1986,S4210174675,"Physical review. B, Condensed matter",18654
publication:W1999996900,publication,W1999996900,Generalized autoregressive conditional heteroskedasticity,Generalized autoregressive conditional heteroskedasticity,1986,S127742747,Journal of Econometrics,22076
publication:W2168605160,publication,W2168605160,Increasing Returns and Long-Run Growth,Increasing Returns and Long-Run Growth,1986,S95323914,Journal of Political Economy,19793
publication:W1980564456,publication,W1980564456,Intuitionistic fuzzy sets,Intuitionistic fuzzy sets,1986,S169411308,Fuzzy Sets and Systems,15975
publication:W1498436455,publication,W1498436455,Learning representations by back-propagating errors,Learning representations by back-propagating errors,1986,S137773608,Nature,30278
publication:W2149860264,publication,W2149860264,Longitudinal data analysis using generalized linear models,Longitudinal data analysis using generalized linear models,1986,S172180718,Biometrika,18016
publication:W2107328434,publication,W2107328434,Meta-analysis in clinical trials,Meta-analysis in clinical trials,1986,S84962792,Controlled Clinical Trials,38948
publication:W2150238850,publication,W2150238850,Self-Reports in Organizational Research: Problems and Prospects,Self-Reports in Organizational Research: Problems and Prospects,1986,S122767448,Journal of Management,16779
publication:W2015795623,publication,W2015795623,STATISTICAL METHODS FOR ASSESSING AGREEMENT BETWEEN TWO METHODS OF CLINICAL MEASUREMENT,STATISTICAL METHODS FOR ASSESSING AGREEMENT BETWEEN TWO METHODS OF CLINICAL MEASUREMENT,1986,S49861241,The Lancet,47302
publication:W1971440513,publication,W1971440513,"The moderator-mediator variable distinction in social psychological research: Conceptual, strategic, and statistical considerations.","The moderator-mediator variable distinction in social psychological research: Conceptual, strategic, and statistical considerations.",1986,S29984966,Journal of Personality and Social Psychology,71997
publication:W4292811746,publication,W4292811746,"The moderator–mediator variable distinction in social psychological research: Conceptual, strategic, and statistical considerations.","The moderator–mediator variable distinction in social psychological research: Conceptual, strategic, and statistical considerations.",1986,S29984966,Journal of Personality and Social Psychology,70022
publication:W2140369176,publication,W2140369176,Those Who Understand: Knowledge Growth in Teaching,Those Who Understand: Knowledge Growth in Teaching,1986,S55175622,Educational Researcher,17935
publication:W2026368098,publication,W2026368098,A Conceptual Model of Service Quality and Its Implications for Future Research,A Conceptual Model of Service Quality and Its Implications for Future Research,1985,S142990027,Journal of Marketing,17168
publication:W2141260882,publication,W2141260882,A new generation of Ca2+ indicators with greatly improved fluorescence properties.,A new generation of Ca2+ indicators with greatly improved fluorescence properties.,1985,S140251998,Journal of Biological Chemistry,21704
publication:W11476871,publication,W11476871,C60: Buckminsterfullerene,C60: Buckminsterfullerene,1985,S137773608,Nature,15809
publication:W1991794210,publication,W1991794210,Canonical dynamics: Equilibrium phase-space distributions,Canonical dynamics: Equilibrium phase-space distributions,1985,S4210219937,"Physical review. A, General physics",23006
publication:W4254275792,publication,W4254275792,Confidence Limits on Phylogenies: An Approach Using the Bootstrap,Confidence Limits on Phylogenies: An Approach Using the Bootstrap,1985,S87560609,Evolution,19290
publication:W2030966943,publication,W2030966943,CONFIDENCE LIMITS ON PHYLOGENIES: AN APPROACH USING THE BOOTSTRAP,CONFIDENCE LIMITS ON PHYLOGENIES: AN APPROACH USING THE BOOTSTRAP,1985,S87560609,Evolution,41247
publication:W3022339544,publication,W3022339544,Economic Action and Social Structure: The Problem of Embeddedness,Economic Action and Social Structure: The Problem of Embeddedness,1985,S122471516,American Journal of Sociology,27977
publication:W1517229207,publication,W1517229207,From Intentions to Actions: A Theory of Planned Behavior,From Intentions to Actions: A Theory of Planned Behavior,1985,name:action control,Action Control,18056
publication:W2079325629,publication,W2079325629,Fuzzy identification of systems and its applications to modeling and control,Fuzzy identification of systems and its applications to modeling and control,1985,S76152103,IEEE Transactions on Systems Man and Cybernetics,19314
publication:W2162123284,publication,W2162123284,Handbook of Optical Constants of Solids,Handbook of Optical Constants of Solids,1985,S4306463230,Elsevier eBooks,21172
publication:W2160234571,publication,W2160234571,Homeostasis model assessment: insulin resistance and ?-cell function from fasting plasma glucose and insulin concentrations in man,Homeostasis model assessment: insulin resistance and ?-cell function from fasting plasma glucose and insulin concentrations in man,1985,S104375418,Diabetologia,31250
publication:W2121393013,publication,W2121393013,Imagined Communities. Reflections on the Origin and Spread of Nationalism.,Imagined Communities. Reflections on the Origin and Spread of Nationalism.,1985,S22496335,Pacific Affairs,26046
publication:W2052729098,publication,W2052729098,Intrinsic Motivation and Self-Determination in Human Behavior,Intrinsic Motivation and Self-Determination in Human Behavior,1985,name:без журнала,Без журнала,25547
publication:W2610857016,publication,W2610857016,Matrix Analysis,Matrix Analysis,1985,name:без журнала,Без журнала,22390
publication:W4232534952,publication,W4232534952,Measurement of protein using bicinchoninic acid,Measurement of protein using bicinchoninic acid,1985,S7858788,Analytical Biochemistry,18290
publication:W79229537,publication,W79229537,Naturalistic inquiry,Naturalistic inquiry,1985,S174538591,International Journal of Intercultural Relations,32965
publication:W1980704616,publication,W1980704616,Reporting physisorption data for gas/solid systems with special reference to the determination of surface area and porosity (Recommendations 1984),Reporting physisorption data for gas/solid systems with special reference to the determination of surface area and porosity (Recommendations 1984),1985,S142816121,Pure and Applied Chemistry,23863
publication:W2888190061,publication,W2888190061,Social Foundations of Thought and Action : A Social Cognitive Theory,Social Foundations of Thought and Action : A Social Cognitive Theory,1985,S4210197683,Medical Entomology and Zoology,19079
publication:W2319410825,publication,W2319410825,Statistical Procedures for Agricultural Research.,Statistical Procedures for Agricultural Research.,1985,S4394736638,Journal of the American Statistical Association,18209
publication:W2212401464,publication,W2212401464,"Stress, appraisal, and coping","Stress, appraisal, and coping",1985,S186589312,Behaviour Research and Therapy,32342
publication:W2055461003,publication,W2055461003,"Stress, social support, and the buffering hypothesis.","Stress, social support, and the buffering hypothesis.",1985,S75627607,Psychological Bulletin,16731
publication:W2568476927,publication,W2568476927,The Reflective Practitioner: How Professionals Think in Action,The Reflective Practitioner: How Professionals Think in Action,1985,S25370267,Journal of Policy Analysis and Management,21408
publication:W191793640,publication,W191793640,[13] Catalase in vitro,[13] Catalase in vitro,1984,S182211142,Methods in enzymology on CD-ROM/Methods in enzymology,24778
publication:W2140956556,publication,W2140956556,A resource‐based view of the firm,A resource‐based view of the firm,1984,S102949365,Strategic Management Journal,24532
publication:W2017196167,publication,W2017196167,A unified formulation of the constant temperature molecular dynamics methods,A unified formulation of the constant temperature molecular dynamics methods,1984,S77047749,The Journal of Chemical Physics,18557
publication:W1527311855,publication,W1527311855,Case Study Research: Design and Methods,Case Study Research: Design and Methods,1984,name:без журнала,Без журнала,74953
publication:W1594031697,publication,W1594031697,Classification and Regression Trees.,Classification and Regression Trees.,1984,S8265502,Biometrics,23888
publication:W2156220037,publication,W2156220037,Clinical diagnosis of Alzheimer's disease,Clinical diagnosis of Alzheimer's disease,1984,S79704628,Neurology,27932
publication:W2153222072,publication,W2153222072,Content Analysis: An Introduction to its Methodology.,Content Analysis: An Introduction to its Methodology.,1984,S4394736638,Journal of the American Statistical Association,24582
publication:W3124114405,publication,W3124114405,Corporate financing and investment decisions when firms have information that investors do not have,Corporate financing and investment decisions when firms have information that investors do not have,1984,S149240962,Journal of Financial Economics,18917
publication:W1997476591,publication,W1997476591,ESTIMATING<i>F</i>-STATISTICS FOR THE ANALYSIS OF POPULATION STRUCTURE,ESTIMATING<i>F</i>-STATISTICS FOR THE ANALYSIS OF POPULATION STRUCTURE,1984,S87560609,Evolution,16895
publication:W2035266068,publication,W2035266068,Molecular dynamics with coupling to an external bath,Molecular dynamics with coupling to an external bath,1984,S77047749,The Journal of Chemical Physics,30672
publication:W1667165204,publication,W1667165204,"Probability, Random Variables, and Stochastic Processes.","Probability, Random Variables, and Stochastic Processes.",1984,S4394736638,Journal of the American Statistical Association,16377
publication:W2129763896,publication,W2129763896,Some Models for Estimating Technical and Scale Inefficiencies in Data Envelopment Analysis,Some Models for Estimating Technical and Scale Inefficiencies in Data Envelopment Analysis,1984,S33323087,Management Science,16456
publication:W2020999234,publication,W2020999234,"Stochastic Relaxation, Gibbs Distributions, and the Bayesian Restoration of Images","Stochastic Relaxation, Gibbs Distributions, and the Bayesian Restoration of Images",1984,S199944782,IEEE Transactions on Pattern Analysis and Machine Intelligence,17939
publication:W1515810707,publication,W1515810707,The Constitution of Society. Outline of the Theory of Structuration,The Constitution of Society. Outline of the Theory of Structuration,1984,name:без журнала,Без журнала,21354
publication:W1781458262,publication,W1781458262,The reflective practitioner: How professionals think in action,The reflective practitioner: How professionals think in action,1984,S39041608,Patient Education and Counseling,19859
publication:W2078206416,publication,W2078206416,<i>The Fractal Geometry of Nature</i>,<i>The Fractal Geometry of Nature</i>,1983,S38866342,American Journal of Physics,21906
publication:W1996299251,publication,W1996299251,A Global Measure of Perceived Stress,A Global Measure of Perceived Stress,1983,S122290859,Journal of Health and Social Behavior,31898
publication:W2014669590,publication,W2014669590,A technique for radiolabeling DNA restriction endonuclease fragments to high specific activity,A technique for radiolabeling DNA restriction endonuclease fragments to high specific activity,1983,S7858788,Analytical Biochemistry,25155
publication:W2137358449,publication,W2137358449,An Evolutionary Theory of Economic Change.,An Evolutionary Theory of Economic Change.,1983,S45992627,The Economic Journal,21730
publication:W1976499671,publication,W1976499671,Comparison of simple potential functions for simulating liquid water,Comparison of simple potential functions for simulating liquid water,1983,S77047749,The Journal of Chemical Physics,41572
publication:W2008708467,publication,W2008708467,Dictionary of protein secondary structure: Pattern recognition of hydrogen‐bonded and geometrical features,Dictionary of protein secondary structure: Pattern recognition of hydrogen‐bonded and geometrical features,1983,S56808608,Biopolymers,15637
publication:W2170644967,publication,W2170644967,Experiential Learning : Experience as the Source of Learning and Development,Experiential Learning : Experience as the Source of Learning and Development,1983,name:без журнала,Без журнала,33438
publication:W1513717105,publication,W1513717105,Molecular Cloning. A Laboratory Manual,Molecular Cloning. A Laboratory Manual,1983,S185596183,Biochemical Education,30627
publication:W2089876099,publication,W2089876099,"Nonlinear Oscillations, Dynamical Systems, and Bifurcations of Vector Fields","Nonlinear Oscillations, Dynamical Systems, and Bifurcations of Vector Fields",1983,S2764390947,Applied mathematical sciences,16137
publication:W2024060531,publication,W2024060531,Optimization by Simulated Annealing,Optimization by Simulated Annealing,1983,S3880285,Science,44329
publication:W2114918609,publication,W2114918609,Rapid colorimetric assay for cellular growth and survival: Application to proliferation and cytotoxicity assays,Rapid colorimetric assay for cellular growth and survival: Application to proliferation and cytotoxicity assays,1983,S201669150,Journal of Immunological Methods,55163
publication:W3122859634,publication,W3122859634,Separation of Ownership and Control,Separation of Ownership and Control,1983,S998097505,The Journal of Law and Economics,18907
publication:W2150291618,publication,W2150291618,The central role of the propensity score in observational studies for causal effects,The central role of the propensity score in observational studies for causal effects,1983,S172180718,Biometrika,30561
publication:W2166281097,publication,W2166281097,The Hospital Anxiety and Depression Scale,The Hospital Anxiety and Depression Scale,1983,S199498439,Acta Psychiatrica Scandinavica,46197
publication:W3123282572,publication,W3123282572,The Iron Cage Revisited: Institutional Isomorphism and Collective Rationality in Organizational Fields,The Iron Cage Revisited: Institutional Isomorphism and Collective Rationality in Organizational Fields,1983,S157620343,American Sociological Review,34952
publication:W249845531,publication,W249845531,The rat brain in stereotaxic coordinates,The rat brain in stereotaxic coordinates,1983,S86238769,Neuropeptides,28984
publication:W1484864026,publication,W1484864026,Using multivariate statistics,Using multivariate statistics,1983,name:без журнала,Без журнала,77487
publication:W1975304761,publication,W1975304761,A simple method for displaying the hydropathic character of a protein,A simple method for displaying the hydropathic character of a protein,1982,S46058472,Journal of Molecular Biology,22987
publication:W1979575715,publication,W1979575715,Autoregressive Conditional Heteroscedasticity with Estimates of the Variance of United Kingdom Inflation,Autoregressive Conditional Heteroscedasticity with Estimates of the Variance of United Kingdom Inflation,1982,S95464858,Econometrica,20444
publication:W2141088880,publication,W2141088880,Introduction to Quantitative Genetics.,Introduction to Quantitative Genetics.,1982,S8265502,Biometrics,21758
publication:W2128084896,publication,W2128084896,Neural networks and physical systems with emergent collective computational abilities.,Neural networks and physical systems with emergent collective computational abilities.,1982,S125754415,Proceedings of the National Academy of Sciences,19212
publication:W2004008756,publication,W2004008756,Psychophysical bases of perceived exertion,Psychophysical bases of perceived exertion,1982,S14544163,Medicine & Science in Sports & Exercise,16260
publication:W244186264,publication,W244186264,Standard Methods for the Examination of Water and Wastewater,Standard Methods for the Examination of Water and Wastewater,1982,S52566953,Water Research,30205
publication:W2157825442,publication,W2157825442,The meaning and use of the area under a receiver operating characteristic (ROC) curve.,The meaning and use of the area under a receiver operating characteristic (ROC) curve.,1982,S50280174,Radiology,21581
publication:W2163815564,publication,W2163815564,The Rat Brain in Stereotaxic Coordinates,The Rat Brain in Stereotaxic Coordinates,1982,S4306463230,Elsevier eBooks,52258
publication:W1987258130,publication,W1987258130,Evaluating Structural Equation Models with Unobservable Variables and Measurement Error,Evaluating Structural Equation Models with Unobservable Variables and Measurement Error,1981,S119950638,Journal of Marketing Research,60389
publication:W4235678817,publication,W4235678817,Evaluating Structural Equation Models with Unobservable Variables and Measurement Error,Evaluating Structural Equation Models with Unobservable Variables and Measurement Error,1981,S119950638,Journal of Marketing Research,65593
publication:W2009667219,publication,W2009667219,Improved patch-clamp techniques for high-resolution current recording from cells and cell-free membrane patches,Improved patch-clamp techniques for high-resolution current recording from cells and cell-free membrane patches,1981,S203465302,Pflügers Archiv - European Journal of Physiology,18478
publication:W2113076747,publication,W2113076747,Pattern Recognition with Fuzzy Objective Function Algorithms,Pattern Recognition with Fuzzy Objective Function Algorithms,1981,name:без журнала,Без журнала,16755
publication:W2081693079,publication,W2081693079,Polymorphic transitions in single crystals: A new molecular dynamics method,Polymorphic transitions in single crystals: A new molecular dynamics method,1981,S187991544,Journal of Applied Physics,19833
publication:W2085261163,publication,W2085261163,Random sample consensus,Random sample consensus,1981,S103482838,Communications of the ACM,25164
publication:W2052637367,publication,W2052637367,Self-interaction correction to density-functional approximations for many-electron systems,Self-interaction correction to density-functional approximations for many-electron systems,1981,S4210174675,"Physical review. B, Condensed matter",20667
publication:W2062663664,publication,W2062663664,The Evolution of Cooperation,The Evolution of Cooperation,1981,S3880285,Science,20184
publication:W2096452841,publication,W2096452841,The Framing of Decisions and the Psychology of Choice,The Framing of Decisions and the Psychology of Choice,1981,S3880285,Science,17164
publication:W2149628368,publication,W2149628368,A circumplex model of affect.,A circumplex model of affect.,1980,S29984966,Journal of Personality and Social Psychology,15678
publication:W2162604832,publication,W2162604832,A Closed‐form Equation for Predicting the Hydraulic Conductivity of Unsaturated Soils,A Closed‐form Equation for Predicting the Hydraulic Conductivity of Unsaturated Soils,1980,S59755854,Soil Science Society of America Journal,27078
publication:W2108818539,publication,W2108818539,A Heteroskedasticity-Consistent Covariance Matrix Estimator and a Direct Test for Heteroskedasticity,A Heteroskedasticity-Consistent Covariance Matrix Estimator and a Direct Test for Heteroskedasticity,1980,S95464858,Econometrica,25994
publication:W2065461553,publication,W2065461553,A simple method for estimating evolutionary rates of base substitutions through comparative studies of nucleotide sequences,A simple method for estimating evolutionary rates of base substitutions through comparative studies of nucleotide sequences,1980,S144184862,Journal of Molecular Evolution,29603
publication:W2038533471,publication,W2038533471,Accurate spin-dependent electron liquid correlation energies for local spin density calculations: a critical analysis,Accurate spin-dependent electron liquid correlation energies for local spin density calculations: a critical analysis,1980,S173335977,Canadian Journal of Physics,20561
publication:W1855283887,publication,W1855283887,Competitive Strategy: Techniques for Analyzing Industries and Competitors,Competitive Strategy: Techniques for Analyzing Industries and Competitors,1980,name:без журнала,Без журнала,16838
publication:W1989157562,publication,W1989157562,Electrochemical Methods: Fundamentals and Applications,Electrochemical Methods: Fundamentals and Applications,1980,name:без журнала,Без журнала,22448
publication:W2298230951,publication,W2298230951,Official Methods of Analysis of,Official Methods of Analysis of,1980,S191963794,Analytical Chemistry,59552
publication:W1597750586,publication,W1597750586,Power/Knowledge: Selected Interviews and Other Writings 1972-1977,Power/Knowledge: Selected Interviews and Other Writings 1972-1977,1980,name:без журнала,Без журнала,22406
publication:W115394847,publication,W115394847,Qualitative research and evaluation methods,Qualitative research and evaluation methods,1980,name:без журнала,Без журнала,35367
publication:W1971275758,publication,W1971275758,Self-consistent molecular orbital methods. XX. A basis set for correlated wave functions,Self-consistent molecular orbital methods. XX. A basis set for correlated wave functions,1980,S77047749,The Journal of Chemical Physics,17289
publication:W2149608872,publication,W2149608872,Significance tests and goodness of fit in the analysis of covariance structures.,Significance tests and goodness of fit in the analysis of covariance structures.,1980,S75627607,Psychological Bulletin,18111
publication:W2157005274,publication,W2157005274,"Table of Integrals, Series, and Products","Table of Integrals, Series, and Products",1980,S4306463230,Elsevier eBooks,19058
publication:W1933657216,publication,W1933657216,The Ecological Approach to Visual Perception,The Ecological Approach to Visual Perception,1980,S26308392,Journal of Aesthetics and Art Criticism,23158
publication:W1491644571,publication,W1491644571,Understanding Attitudes and Predicting Social Behavior,Understanding Attitudes and Predicting Social Behavior,1980,name:без журнала,Без журнала,26058
publication:W2073775990,publication,W2073775990,A discrete numerical model for granular assemblies,A discrete numerical model for granular assemblies,1979,S170199316,Géotechnique,16692
publication:W2121044470,publication,W2121044470,A Simple Sequentially Rejective Multiple Test Procedure,A Simple Sequentially Rejective Multiple Test Procedure,1979,S72071028,Scandinavian Journal of Statistics,21798
publication:W2133059825,publication,W2133059825,A Threshold Selection Method from Gray-Level Histograms,A Threshold Selection Method from Gray-Level Histograms,1979,S76152103,IEEE Transactions on Systems Man and Cybernetics,42737
publication:W1983310681,publication,W1983310681,Assay for lipid peroxides in animal tissues by thiobarbituric acid reaction,Assay for lipid peroxides in animal tissues by thiobarbituric acid reaction,1979,S7858788,Analytical Biochemistry,28844
publication:W2117897510,publication,W2117897510,Bootstrap Methods: Another Look at the Jackknife,Bootstrap Methods: Another Look at the Jackknife,1979,S119757635,The Annals of Statistics,17299
publication:W2011039300,publication,W2011039300,Computers and Intractability: A Guide to the Theory of NP-Completeness,Computers and Intractability: A Guide to the Theory of NP-Completeness,1979,name:без журнала,Без журнала,44591
publication:W1975994995,publication,W1975994995,Distribution of the Estimators for Autoregressive Time Series with a Unit Root,Distribution of the Estimators for Autoregressive Time Series with a Unit Root,1979,S4394736638,Journal of the American Statistical Association,22823
publication:W2101108802,publication,W2101108802,Electrophoretic transfer of proteins from polyacrylamide gels to nitrocellulose sheets: procedure and some applications.,Electrophoretic transfer of proteins from polyacrylamide gels to nitrocellulose sheets: procedure and some applications.,1979,S125754415,Proceedings of the National Academy of Sciences,53796
publication:W2141403362,publication,W2141403362,Intraclass correlations: Uses in assessing rater reliability.,Intraclass correlations: Uses in assessing rater reliability.,1979,S75627607,Psychological Bulletin,22816
publication:W2060333964,publication,W2060333964,Isolation of biologically active ribonucleic acid from sources enriched in ribonuclease,Isolation of biologically active ribonucleic acid from sources enriched in ribonuclease,1979,S104038378,Biochemistry,22208
publication:W2046002177,publication,W2046002177,Molecular Spectra and Molecular Structure,Molecular Spectra and Molecular Structure,1979,name:без журнала,Без журнала,16085
publication:W3011865677,publication,W3011865677,Prospect Theory: An Analysis of Decision under Risk,Prospect Theory: An Analysis of Decision under Risk,1979,S95464858,Econometrica,46327
publication:W2139122730,publication,W2139122730,Sample Selection Bias as a Specification Error,Sample Selection Bias as a Specification Error,1979,S95464858,Econometrica,28673
publication:W2254735081,publication,W2254735081,The Ecology of Human Development,The Ecology of Human Development,1979,S4306463363,Harvard University Press eBooks,23250
publication:W2056944867,publication,W2056944867,Centrality in social networks conceptual clarification,Centrality in social networks conceptual clarification,1978,S26186134,Social Networks,16716
publication:W2317574555,publication,W2317574555,Discipline and Punish: The Birth of the Prison,Discipline and Punish: The Birth of the Prison,1978,S97631563,Telos,19559
publication:W2332086916,publication,W2332086916,Discipline and Punish: The Birth of the Prison.,Discipline and Punish: The Birth of the Prison.,1978,S134335455,Eighteenth-Century Studies,19270
publication:W2076452041,publication,W2076452041,Measuring the efficiency of decision making units,Measuring the efficiency of decision making units,1978,S103321696,European Journal of Operational Research,28465
publication:W2135943618,publication,W2135943618,Mind in Society: The Development of Higher Psychological Processes,Mind in Society: The Development of Higher Psychological Processes,1978,S4210197683,Medical Entomology and Zoology,53865
publication:W1550621568,publication,W1550621568,Social Learning Theory.,Social Learning Theory.,1978,S4789869,Contemporary Sociology A Journal of Reviews,25685
publication:W2112352537,publication,W2112352537,Specification Tests in Econometrics,Specification Tests in Econometrics,1978,S95464858,Econometrica,18192
publication:W2138270253,publication,W2138270253,DNA sequencing with chain-terminating inhibitors,DNA sequencing with chain-terminating inhibitors,1977,S125754415,Proceedings of the National Academy of Sciences,69222
publication:W1965278510,publication,W1965278510,Institutionalized Organizations: Formal Structure as Myth and Ceremony,Institutionalized Organizations: Formal Structure as Myth and Ceremony,1977,S122471516,American Journal of Sociology,26813
publication:W2049633694,publication,W2049633694,Maximum Likelihood from Incomplete Data Via the <i>EM</i> Algorithm,Maximum Likelihood from Incomplete Data Via the <i>EM</i> Algorithm,1977,S145009937,Journal of the Royal Statistical Society Series B (Statistical Methodology),49445
publication:W2106140689,publication,W2106140689,Numerical integration of the cartesian equations of motion of a system with constraints: molecular dynamics of n-alkanes,Numerical integration of the cartesian equations of motion of a system with constraints: molecular dynamics of n-alkanes,1977,S148709879,Journal of Computational Physics,21308
publication:W4301056702,publication,W4301056702,Outline of a Theory of Practice,Outline of a Theory of Practice,1977,S4306462995,Cambridge University Press eBooks,26688
publication:W2134049139,publication,W2134049139,Self-efficacy: Toward a unifying theory of behavioral change.,Self-efficacy: Toward a unifying theory of behavioral change.,1977,S35223124,Psychological Review,35499
publication:W4292808503,publication,W4292808503,Self-efficacy: Toward a unifying theory of behavioral change.,Self-efficacy: Toward a unifying theory of behavioral change.,1977,S35223124,Psychological Review,41825
publication:W2112778345,publication,W2112778345,The CES-D Scale,The CES-D Scale,1977,S94663699,Applied Psychological Measurement,53016
publication:W2164777277,publication,W2164777277,The Measurement of Observer Agreement for Categorical Data,The Measurement of Observer Agreement for Categorical Data,1977,S8265502,Biometrics,77626
publication:W2313953460,publication,W2313953460,Time Series Analysis: Forecasting and Control,Time Series Analysis: Forecasting and Control,1977,S119950638,Journal of Marketing Research,19319
publication:W4293247451,publication,W4293247451,A rapid and sensitive method for the quantitation of microgram quantities of protein utilizing the principle of protein-dye binding,A rapid and sensitive method for the quantitation of microgram quantities of protein utilizing the principle of protein-dye binding,1976,S7858788,Analytical Biochemistry,210109
publication:W2128635872,publication,W2128635872,A Rapid and Sensitive Method for the Quantitation of Microgram Quantities of Protein Utilizing the Principle of Protein-Dye Binding,A Rapid and Sensitive Method for the Quantitation of Microgram Quantities of Protein Utilizing the Principle of Protein-Dye Binding,1976,S7858788,Analytical Biochemistry,225323
publication:W2167590372,publication,W2167590372,Revised effective ionic radii and systematic studies of interatomic distances in halides and chalcogenides,Revised effective ionic radii and systematic studies of interatomic distances in halides and chalcogenides,1976,S4210200759,Acta Crystallographica Section A,64128
publication:W2036113194,publication,W2036113194,Special points for Brillouin-zone integrations,Special points for Brillouin-zone integrations,1976,S4210208989,"Physical review. B, Solid state",69237
publication:W2752617332,publication,W2752617332,"Theory of the firm: Managerial behavior, agency costs and ownership structure","Theory of the firm: Managerial behavior, agency costs and ownership structure",1976,S149240962,Journal of Financial Economics,69839
publication:W2036389121,publication,W2036389121,"Belief, Attitude, Intention and Behavior: An Introduction to Theory and Research","Belief, Attitude, Intention and Behavior: An Introduction to Theory and Research",1975,name:без журнала,Без журнала,36692
publication:W2030522563,publication,W2030522563,Continuous cultures of fused cells secreting antibody of predefined specificity,Continuous cultures of fused cells secreting antibody of predefined specificity,1975,S137773608,Nature,17116
publication:W2063450941,publication,W2063450941,Detection of specific sequences among DNA fragments separated by gel electrophoresis,Detection of specific sequences among DNA fragments separated by gel electrophoresis,1975,S46058472,Journal of Molecular Biology,32829
publication:W1606423922,publication,W1606423922,High resolution two-dimensional electrophoresis of proteins.,High resolution two-dimensional electrophoresis of proteins.,1975,S140251998,Journal of Biological Chemistry,19357
publication:W158727920,publication,W158727920,Judgment under Uncertainty: Heuristics and Biases,Judgment under Uncertainty: Heuristics and Biases,1975,"name:utility, probability, and human decision making","Utility, Probability, and Human Decision Making",23084
publication:W2264742718,publication,W2264742718,Logic and Conversation,Logic and Conversation,1975,name:speech acts,Speech Acts,20351
publication:W1566830427,publication,W1566830427,Methods of Enzymatic Analysis,Methods of Enzymatic Analysis,1975,S2755299131,Journal of AOAC INTERNATIONAL,19872
publication:W1847168837,publication,W1847168837,“Mini-mental state”,“Mini-mental state”,1975,S160879026,Journal of Psychiatric Research,86422
publication:W2142635246,publication,W2142635246,A new look at the statistical model identification,A new look at the statistical model identification,1974,S184954342,IEEE Transactions on Automatic Control,50221
publication:W1581414347,publication,W1581414347,Glutathione S-Transferases,Glutathione S-Transferases,1974,S140251998,Journal of Biological Chemistry,17947
publication:W4292157289,publication,W4292157289,Judgment under Uncertainty: Heuristics and Biases,Judgment under Uncertainty: Heuristics and Biases,1974,S3880285,Science,27622
publication:W4230354434,publication,W4230354434,The Interpretation of Cultures,The Interpretation of Cultures,1974,S207420867,Journal for the Scientific Study of Religion,19293
publication:W3015634246,publication,W3015634246,Multivariate Data Analysis.,Multivariate Data Analysis.,1973,S4210239914,Journal of the Royal Statistical Society Series A (General),35854
publication:W2028823348,publication,W2028823348,Rapid determination of free proline for water-stress studies,Rapid determination of free proline for water-stress studies,1973,S11781297,Plant and Soil,20329
publication:W2011303397,publication,W2011303397,Resilience and Stability of Ecological Systems,Resilience and Stability of Ecological Systems,1973,S4210205963,Annual Review of Ecology and Systematics,17467
publication:W2044465660,publication,W2044465660,Textural Features for Image Classification,Textural Features for Image Classification,1973,S76152103,IEEE Transactions on Systems Man and Cybernetics,22327
publication:W2094642658,publication,W2094642658,The influence of polarization functions on molecular orbital hydrogenation energies,The influence of polarization functions on molecular orbital hydrogenation energies,1973,S81945236,Theoretical Chemistry Accounts,15582
