id,type,year,label,publication_id,title,journal_id,journal_name,cited_by_count,name,issn_l,source_type,host_organization_name,person_id,display_name,orcid,affiliation_id,institution_name,country_code,institution_type,latitude,longitude,raw_affiliation
publication:W2318680928,publication,1945,Nonparametric Tests Against Trend,W2318680928,Nonparametric Tests Against Trend,S95464858,Econometrica,16347,,,,,,,,,,,,,,
publication:W1995341919,publication,1943,A logical calculus of the ideas immanent in nervous activity,W1995341919,A logical calculus of the ideas immanent in nervous activity,S118940690,Bulletin of Mathematical Biology,17824,,,,,,,,,,,,,,
publication:W4292542163,publication,1943,A theory of human motivation.,W4292542163,A theory of human motivation.,S35223124,Psychological Review,20148,,,,,,,,,,,,,,
publication:W2798643531,publication,1939,Statistical Methods,W2798643531,Statistical Methods,S90259781,Soil Science,19158,,,,,,,,,,,,,,
publication:W2256756668,publication,1938,A SIMPLE METHOD OF ESTIMATING FIFTY PER CENT ENDPOINTS12,W2256756668,A SIMPLE METHOD OF ESTIMATING FIFTY PER CENT ENDPOINTS12,S170967050,American Journal of Epidemiology,20085,,,,,,,,,,,,,,
publication:W2011254969,publication,1938,Adsorption of Gases in Multimolecular Layers,W2011254969,Adsorption of Gases in Multimolecular Layers,S111155417,Journal of the American Chemical Society,27374,,,,,,,,,,,,,,
publication:W2015930340,publication,1937,The Nature of the Firm,W2015930340,The Nature of the Firm,S108845946,Economica,23253,,,,,,,,,,,,,,
publication:W1986407511,publication,1935,Can Quantum-Mechanical Description of Physical Reality Be Considered Complete?,W1986407511,Can Quantum-Mechanical Description of Physical Reality Be Considered Complete?,S54862371,Physical Review,16584,,,,,,,,,,,,,,
publication:W2120357670,publication,1935,Studies of interference in serial verbal reactions.,W2120357670,Studies of interference in serial verbal reactions.,S4210168021,Journal of Experimental Psychology,18222,,,,,,,,,,,,,,
publication:W2091160252,publication,1934,"AN EXAMINATION OF THE DEGTJAREFF METHOD FOR DETERMINING SOIL ORGANIC MATTER, AND A PROPOSED MODIFICATION OF THE CHROMIC ACID TITRATION METHOD",W2091160252,"AN EXAMINATION OF THE DEGTJAREFF METHOD FOR DETERMINING SOIL ORGANIC MATTER, AND A PROPOSED MODIFICATION OF THE CHROMIC ACID TITRATION METHOD",S90259781,Soil Science,21264,,,,,,,,,,,,,,
publication:W2004778468,publication,1930,The genetical theory of natural selection,W2004778468,The genetical theory of natural selection,S4306467859,Clarendon Press eBooks,17766,,,,,,,,,,,,,,
publication:W2123036062,publication,1925,A Method of Computing the Effectiveness of an Insecticide,W2123036062,A Method of Computing the Effectiveness of an Insecticide,S146976949,Journal of Economic Entomology,15916,,,,,,,,,,,,,,
publication:W2153435210,publication,1925,THE COLORIMETRIC DETERMINATION OF PHOSPHORUS,W2153435210,THE COLORIMETRIC DETERMINATION OF PHOSPHORUS,S140251998,Journal of Biological Chemistry,19073,,,,,,,,,,,,,,
publication:W1986113254,publication,1918,"THE ADSORPTION OF GASES ON PLANE SURFACES OF GLASS, MICA AND PLATINUM.",W1986113254,"THE ADSORPTION OF GASES ON PLANE SURFACES OF GLASS, MICA AND PLATINUM.",S111155417,Journal of the American Chemical Society,22579,,,,,,,,,,,,,,
journal:name:2005 ieee computer society conference on computer vision and pattern recognition (cvpr'05),journal,,2005 IEEE Computer Society Conference on Computer Vision and Pattern Recognition (CVPR'05),,,name:2005 ieee computer society conference on computer vision and pattern recognition (cvpr'05),,,2005 IEEE Computer Society Conference on Computer Vision and Pattern Recognition (CVPR'05),,,,,,,,,,,,,
journal:S4363607795,journal,,2009 IEEE Conference on Computer Vision and Pattern Recognition,,,S4363607795,,,2009 IEEE Conference on Computer Vision and Pattern Recognition,,conference,,,,,,,,,,,
journal:name:2014 ieee conference on computer vision and pattern recognition,journal,,2014 IEEE Conference on Computer Vision and Pattern Recognition,,,name:2014 ieee conference on computer vision and pattern recognition,,,2014 IEEE Conference on Computer Vision and Pattern Recognition,,,,,,,,,,,,,
journal:name:2015 ieee conference on computer vision and pattern recognition (cvpr),journal,,2015 IEEE Conference on Computer Vision and Pattern Recognition (CVPR),,,name:2015 ieee conference on computer vision and pattern recognition (cvpr),,,2015 IEEE Conference on Computer Vision and Pattern Recognition (CVPR),,,,,,,,,,,,,
journal:name:2015 ieee international conference on computer vision (iccv),journal,,2015 IEEE International Conference on Computer Vision (ICCV),,,name:2015 ieee international conference on computer vision (iccv),,,2015 IEEE International Conference on Computer Vision (ICCV),,,,,,,,,,,,,
journal:name:2016 ieee conference on computer vision and pattern recognition (cvpr),journal,,2016 IEEE Conference on Computer Vision and Pattern Recognition (CVPR),,,name:2016 ieee conference on computer vision and pattern recognition (cvpr),,,2016 IEEE Conference on Computer Vision and Pattern Recognition (CVPR),,,,,,,,,,,,,
journal:name:2017 ieee conference on computer vision and pattern recognition (cvpr),journal,,2017 IEEE Conference on Computer Vision and Pattern Recognition (CVPR),,,name:2017 ieee conference on computer vision and pattern recognition (cvpr),,,2017 IEEE Conference on Computer Vision and Pattern Recognition (CVPR),,,,,,,,,,,,,
journal:name:2017 ieee international conference on computer vision (iccv),journal,,2017 IEEE International Conference on Computer Vision (ICCV),,,name:2017 ieee international conference on computer vision (iccv),,,2017 IEEE International Conference on Computer Vision (ICCV),,,,,,,,,,,,,
journal:name:2018 ieee/cvf conference on computer vision and pattern recognition,journal,,2018 IEEE/CVF Conference on Computer Vision and Pattern Recognition,,,name:2018 ieee/cvf conference on computer vision and pattern recognition,,,2018 IEEE/CVF Conference on Computer Vision and Pattern Recognition,,,,,,,,,,,,,
journal:S4363607764,journal,,2021 IEEE/CVF International Conference on Computer Vision (ICCV),,,S4363607764,,,2021 IEEE/CVF International Conference on Computer Vision (ICCV),,conference,,,,,,,,,,,
journal:name:a new era in global health,journal,,A New Era in Global Health,,,name:a new era in global health,,,A New Era in Global Health,,,,,,,,,,,,,
journal:S117778295,journal,,Academy of Management Journal,,,S117778295,,,Academy of Management Journal,0001-4273,journal,Academy of Management,,,,,,,,,,
journal:S46763546,journal,,Academy of Management Review,,,S46763546,,,Academy of Management Review,0363-7425,journal,Academy of Management,,,,,,,,,,
journal:S4210176598,journal,,ACM SIGKDD Explorations Newsletter,,,S4210176598,,,ACM SIGKDD Explorations Newsletter,1931-0145,journal,Association for Computing Machinery,,,,,,,,,,
journal:S186921487,journal,,ACM SIGSOFT Software Engineering Notes,,,S186921487,,,ACM SIGSOFT Software Engineering Notes,0163-5948,journal,Association for Computing Machinery,,,,,,,,,,
journal:S2492086750,journal,,ACM Transactions on Intelligent Systems and Technology,,,S2492086750,,,ACM Transactions on Intelligent Systems and Technology,2157-6904,journal,Association for Computing Machinery,,,,,,,,,,
journal:S4210200759,journal,,Acta Crystallographica Section A,,,S4210200759,,,Acta Crystallographica Section A,0567-7394,journal,International Union of Crystallography,,,,,,,,,,
journal:S4393918093,journal,,Acta Crystallographica Section A Foundations and Advances,,,S4393918093,,,Acta Crystallographica Section A Foundations and Advances,2053-2733,journal,,,,,,,,,,,
journal:S150871906,journal,,Acta Crystallographica Section A Foundations of Crystallography,,,S150871906,,,Acta Crystallographica Section A Foundations of Crystallography,0108-7673,journal,Wiley,,,,,,,,,,
journal:S4393918092,journal,,Acta Crystallographica Section C Structural Chemistry,,,S4393918092,,,Acta Crystallographica Section C Structural Chemistry,2053-2296,journal,,,,,,,,,,,
journal:S114502960,journal,,Acta Crystallographica Section D Biological Crystallography,,,S114502960,,,Acta Crystallographica Section D Biological Crystallography,0907-4449,journal,Wiley,,,,,,,,,,
journal:S198620474,journal,,Acta Neuropathologica,,,S198620474,,,Acta Neuropathologica,0001-6322,journal,Springer Science+Business Media,,,,,,,,,,
journal:S199498439,journal,,Acta Psychiatrica Scandinavica,,,S199498439,,,Acta Psychiatrica Scandinavica,0001-690X,journal,Wiley,,,,,,,,,,
journal:name:action control,journal,,Action Control,,,name:action control,,,Action Control,,,,,,,,,,,,,
journal:S143668711,journal,,Administrative Science Quarterly,,,S143668711,,,Administrative Science Quarterly,0001-8392,journal,SAGE Publishing,,,,,,,,,,
journal:S114437232,journal,,Advanced Drug Delivery Reviews,,,S114437232,,,Advanced Drug Delivery Reviews,0169-409X,journal,Elsevier BV,,,,,,,,,,
journal:S16540516,journal,,Advances in Engineering Software,,,S16540516,,,Advances in Engineering Software,0965-9978,journal,Elsevier BV,,,,,,,,,,
journal:S106560479,journal,,Advances in experimental social psychology,,,S106560479,,,Advances in experimental social psychology,0065-2601,book series,Elsevier BV,,,,,,,,,,
journal:S4210174510,journal,,Advances in strategic management,,,S4210174510,,,Advances in strategic management,0742-3322,book series,,,,,,,,,,,
journal:S139950591,journal,,Agronomy Journal,,,S139950591,,,Agronomy Journal,0002-1962,journal,Wiley,,,,,,,,,,
journal:S53336109,journal,,AIAA Journal,,,S53336109,,,AIAA Journal,0001-1452,journal,American Institute of Aeronautics and Astronautics,,,,,,,,,,
journal:S108427512,journal,,Alzheimer s & Dementia,,,S108427512,,,Alzheimer s & Dementia,1552-5260,journal,Wiley,,,,,,,,,,
journal:S23254222,journal,,American Economic Review,,,S23254222,,,American Economic Review,0002-8282,journal,American Economic Association,,,,,,,,,,
journal:S15871148,journal,,American Journal of Clinical Pathology,,,S15871148,,,American Journal of Clinical Pathology,0002-9173,journal,Oxford University Press,,,,,,,,,,
journal:S14903550,journal,,American Journal of Enology and Viticulture,,,S14903550,,,American Journal of Enology and Viticulture,0002-9254,journal,American Society for Enology and Viticulture,,,,,,,,,,
journal:S170967050,journal,,American Journal of Epidemiology,,,S170967050,,,American Journal of Epidemiology,0002-9262,journal,Oxford University Press,,,,,,,,,,
journal:S38866342,journal,,American Journal of Physics,,,S38866342,,,American Journal of Physics,0002-9505,journal,American Institute of Physics,,,,,,,,,,
journal:S195759676,journal,,American Journal of Preventive Medicine,,,S195759676,,,American Journal of Preventive Medicine,0749-3797,journal,Elsevier BV,,,,,,,,,,
journal:S93356601,journal,,American Journal of Respiratory and Critical Care Medicine,,,S93356601,,,American Journal of Respiratory and Critical Care Medicine,1073-449X,journal,American Thoracic Society,,,,,,,,,,
journal:S122471516,journal,,American Journal of Sociology,,,S122471516,,,American Journal of Sociology,0002-9602,journal,University of Chicago Press,,,,,,,,,,
journal:S4306462811,journal,,American Mathematical Society eBooks,,,S4306462811,,,American Mathematical Society eBooks,,ebook platform,Serbian Mathematical Society,,,,,,,,,,
journal:S4306462815,journal,,American Psychiatric Association eBooks,,,S4306462815,,,American Psychiatric Association eBooks,,ebook platform,American Psychiatric Association,,,,,,,,,,
journal:S4306462816,journal,,American Psychiatric Association Publishing eBooks,,,S4306462816,,,American Psychiatric Association Publishing eBooks,,ebook platform,,,,,,,,,,,
journal:S80146597,journal,,American Psychologist,,,S80146597,,,American Psychologist,0003-066X,journal,American Psychological Association,,,,,,,,,,
journal:S157620343,journal,,American Sociological Review,,,S157620343,,,American Sociological Review,0003-1224,journal,SAGE Publishing,,,,,,,,,,
journal:name:an integrated approach to communication theory and research,journal,,An Integrated Approach to Communication Theory and Research,,,name:an integrated approach to communication theory and research,,,An Integrated Approach to Communication Theory and Research,,,,,,,,,,,,,
journal:S192559872,journal,,Analytica Chimica Acta,,,S192559872,,,Analytica Chimica Acta,0003-2670,journal,Elsevier BV,,,,,,,,,,
journal:S7858788,journal,,Analytical Biochemistry,,,S7858788,,,Analytical Biochemistry,0003-2697,journal,Elsevier BV,,,,,,,,,,
journal:S191963794,journal,,Analytical Chemistry,,,S191963794,,,Analytical Chemistry,0003-2700,journal,American Chemical Society,,,,,,,,,,
journal:S4377196922,journal,,Andalas University Repository (Andalas University),,,S4377196922,,,Andalas University Repository (Andalas University),,repository,Andalas University,,,,,,,,,,
journal:S139806068,journal,,Annals of Dyslexia,,,S139806068,,,Annals of Dyslexia,0736-9387,journal,Springer Science+Business Media,,,,,,,,,,
journal:S119722071,journal,,Annals of Internal Medicine,,,S119722071,,,Annals of Internal Medicine,0003-4819,journal,American College of Physicians,,,,,,,,,,
journal:S157664895,journal,,Annals of Surgery,,,S157664895,,,Annals of Surgery,0003-4932,journal,Lippincott Williams & Wilkins,,,,,,,,,,
journal:S8802318,journal,,Annals of the New York Academy of Sciences,,,S8802318,,,Annals of the New York Academy of Sciences,0077-8923,journal,Wiley,,,,,,,,,,
journal:S4210205963,journal,,Annual Review of Ecology and Systematics,,,S4210205963,,,Annual Review of Ecology and Systematics,0066-4162,journal,Annual Reviews,,,,,,,,,,
journal:S61274580,journal,,Annual Review of Sociology,,,S61274580,,,Annual Review of Sociology,0360-0572,journal,Annual Reviews,,,,,,,,,,
journal:S158228368,journal,,Applied and Environmental Microbiology,,,S158228368,,,Applied and Environmental Microbiology,0099-2240,journal,American Society for Microbiology,,,,,,,,,,
journal:S2764390947,journal,,Applied mathematical sciences,,,S2764390947,,,Applied mathematical sciences,0066-5452,book series,Springer Nature,,,,,,,,,,
journal:S94663699,journal,,Applied Psychological Measurement,,,S94663699,,,Applied Psychological Measurement,0146-6216,journal,SAGE Publishing,,,,,,,,,,
journal:S153476765,journal,,Archives of Biochemistry and Biophysics,,,S153476765,,,Archives of Biochemistry and Biophysics,0003-9861,journal,Elsevier BV,,,,,,,,,,
journal:S126359496,journal,,Archives of General Psychiatry,,,S126359496,,,Archives of General Psychiatry,0003-990X,journal,American Medical Association,,,,,,,,,,
journal:S4210206803,journal,,Archives of Internal Medicine,,,S4210206803,,,Archives of Internal Medicine,0003-9926,journal,American Medical Association,,,,,,,,,,
journal:S132787887,journal,,Arthritis & Rheumatism,,,S132787887,,,Arthritis & Rheumatism,0004-3591,journal,Wiley,,,,,,,,,,
journal:S4306462866,journal,,ASM International eBooks,,,S4306462866,,,ASM International eBooks,,ebook platform,ASM International,,,,,,,,,,
journal:S4210198536,journal,,Australian and New Zealand Journal of Public Health,,,S4210198536,,,Australian and New Zealand Journal of Public Health,1326-0200,journal,Elsevier BV,,,,,,,,,,
journal:S137478622,journal,,Behavior Research Methods,,,S137478622,,,Behavior Research Methods,1554-351X,journal,Springer Science+Business Media,,,,,,,,,,
journal:S192806854,journal,,"Behavior Research Methods, Instruments, & Computers",,,S192806854,,,"Behavior Research Methods, Instruments, & Computers",0743-3808,journal,Springer Science+Business Media,,,,,,,,,,
journal:S186589312,journal,,Behaviour Research and Therapy,,,S186589312,,,Behaviour Research and Therapy,0005-7967,journal,Elsevier BV,,,,,,,,,,
journal:S127472826,journal,,Bell System Technical Journal,,,S127472826,,,Bell System Technical Journal,0005-8580,journal,Institute of Electrical and Electronics Engineers,,,,,,,,,,
journal:S185467459,journal,,Biochemia Medica,,,S185467459,,,Biochemia Medica,1330-0962,journal,Croatian society of medical biochemistry and laboratory medicine,,,,,,,,,,
journal:S185596183,journal,,Biochemical Education,,,S185596183,,,Biochemical Education,0307-4412,journal,Elsevier BV,,,,,,,,,,
journal:S185534594,journal,,Biochemical Pharmacology,,,S185534594,,,Biochemical Pharmacology,0006-2952,journal,Elsevier BV,,,,,,,,,,
journal:S104038378,journal,,Biochemistry,,,S104038378,,,Biochemistry,0006-2960,journal,American Chemical Society,,,,,,,,,,
journal:S52395412,journal,,Bioinformatics,,,S52395412,,,Bioinformatics,1367-4803,journal,Oxford University Press,,,,,,,,,,
journal:S8265502,journal,,Biometrics,,,S8265502,,,Biometrics,0006-341X,journal,Oxford University Press,,,,,,,,,,
journal:S172180718,journal,,Biometrika,,,S172180718,,,Biometrika,0006-3444,journal,Oxford University Press,,,,,,,,,,
journal:S56808608,journal,,Biopolymers,,,S56808608,,,Biopolymers,0006-3525,journal,Wiley,,,,,,,,,,
journal:name:biostatistics and microbiology: a survival manual,journal,,Biostatistics and Microbiology: A Survival Manual,,,name:biostatistics and microbiology: a survival manual,,,Biostatistics and Microbiology: A Survival Manual,,,,,,,,,,,,,
journal:S19032547,journal,,BMC Bioinformatics,,,S19032547,,,BMC Bioinformatics,1471-2105,journal,BioMed Central,,,,,,,,,,
journal:S4393917726,journal,,BMJ,,,S4393917726,,,BMJ,1756-1833,journal,,,,,,,,,,,
journal:S192814187,journal,,BMJ,,,S192814187,,,BMJ,0959-8138,journal,BMJ,,,,,,,,,,
journal:S183182149,journal,,Bone Marrow Transplantation,,,S183182149,,,Bone Marrow Transplantation,0268-3369,journal,Springer Nature,,,,,,,,,,
journal:S9986330,journal,,Breast Care,,,S9986330,,,Breast Care,1661-3791,journal,Karger Publishers,,,,,,,,,,
journal:S62966998,journal,,British Journal of Cancer,,,S62966998,,,British Journal of Cancer,0007-0920,journal,Springer Nature,,,,,,,,,,
journal:S93528005,journal,,British Journal of Educational Studies,,,S93528005,,,British Journal of Educational Studies,0007-1005,journal,Taylor & Francis,,,,,,,,,,
journal:S118940690,journal,,Bulletin of Mathematical Biology,,,S118940690,,,Bulletin of Mathematical Biology,0092-8240,journal,Springer Science+Business Media,,,,,,,,,,
journal:S140302479,journal,,Bulletin of the American Meteorological Society,,,S140302479,,,Bulletin of the American Meteorological Society,0003-0007,journal,American Meteorological Society,,,,,,,,,,
journal:S113237667,journal,,Business Horizons,,,S113237667,,,Business Horizons,0007-6813,journal,Elsevier BV,,,,,,,,,,
journal:S126094547,journal,,CA A Cancer Journal for Clinicians,,,S126094547,,,CA A Cancer Journal for Clinicians,0007-9235,journal,Wiley,,,,,,,,,,
journal:S4306462995,journal,,Cambridge University Press eBooks,,,S4306462995,,,Cambridge University Press eBooks,,ebook platform,Cambridge University Press,,,,,,,,,,
journal:S4210189559,journal,,Canadian Graduate Journal of Sociology and Criminology,,,S4210189559,,,Canadian Graduate Journal of Sociology and Criminology,1927-9825,journal,University of Waterloo,,,,,,,,,,
journal:S4210182832,journal,,Canadian Journal of Biochemistry and Physiology,,,S4210182832,,,Canadian Journal of Biochemistry and Physiology,0576-5544,journal,Canadian Science Publishing,,,,,,,,,,
journal:S173335977,journal,,Canadian Journal of Physics,,,S173335977,,,Canadian Journal of Physics,0008-4204,journal,NRC Research Press,,,,,,,,,,
journal:S126033908,journal,,Cancer,,,S126033908,,,Cancer,0008-543X,journal,Wiley,,,,,,,,,,
journal:S2486275289,journal,,Cancer Discovery,,,S2486275289,,,Cancer Discovery,2159-8274,journal,American Association for Cancer Research,,,,,,,,,,
journal:S110447773,journal,,Cell,,,S110447773,,,Cell,0092-8674,journal,Cell Press,,,,,,,,,,
journal:S161399637,journal,,Cellular Physiology and Biochemistry,,,S161399637,,,Cellular Physiology and Biochemistry,1015-8987,journal,Karger Publishers,,,,,,,,,,
journal:S4306402195,journal,,CERN Document Server (European Organization for Nuclear Research),,,S4306402195,,,CERN Document Server (European Organization for Nuclear Research),,repository,European Organization for Nuclear Research,,,,,,,,,,
journal:S41143188,journal,,Chemical Reviews,,,S41143188,,,Chemical Reviews,0009-2665,journal,American Chemical Society,,,,,,,,,,
journal:S2764375719,journal,,Choice Reviews Online,,,S2764375719,,,Choice Reviews Online,0009-4978,journal,Association of College and Research Libraries,,,,,,,,,,
journal:S116251202,journal,,Circulation,,,S116251202,,,Circulation,0009-7322,journal,Lippincott Williams & Wilkins,,,,,,,,,,
journal:S90511721,journal,,Cladistics,,,S90511721,,,Cladistics,0748-3007,journal,Wiley,,,,,,,,,,
journal:S4306467859,journal,,Clarendon Press eBooks,,,S4306467859,,,Clarendon Press eBooks,,ebook platform,Clarendon Press,,,,,,,,,,
journal:S4210217276,journal,,Classics in mathematics,,,S4210217276,,,Classics in mathematics,1431-0821,book series,Springer Nature,,,,,,,,,,
journal:S139212996,journal,,Clinical Chemistry,,,S139212996,,,Clinical Chemistry,0009-9147,journal,American Association for Clinical Chemistry,,,,,,,,,,
journal:S103482838,journal,,Communications of the ACM,,,S103482838,,,Communications of the ACM,0001-0782,journal,Association for Computing Machinery,,,,,,,,,,
journal:S26018076,journal,,Computational Materials Science,,,S26018076,,,Computational Materials Science,0927-0256,journal,Elsevier BV,,,,,,,,,,
journal:S63392143,journal,,Computer Networks,,,S63392143,,,Computer Networks,1389-1286,journal,Elsevier BV,,,,,,,,,,
journal:S3084184,journal,,Computer Networks and ISDN Systems,,,S3084184,,,Computer Networks and ISDN Systems,0169-7552,journal,Elsevier BV,,,,,,,,,,
journal:S60115552,journal,,Computers Environment and Urban Systems,,,S60115552,,,Computers Environment and Urban Systems,0198-9715,journal,Elsevier BV,,,,,,,,,,
journal:S107923245,journal,,Computing in Science & Engineering,,,S107923245,,,Computing in Science & Engineering,1521-9615,journal,AIP Publishing,,,,,,,,,,
journal:S64506217,journal,,Contemporary Educational Psychology,,,S64506217,,,Contemporary Educational Psychology,0361-476X,journal,Elsevier BV,,,,,,,,,,
journal:S4789869,journal,,Contemporary Sociology A Journal of Reviews,,,S4789869,,,Contemporary Sociology A Journal of Reviews,0094-3061,journal,SAGE Publishing,,,,,,,,,,
journal:S84962792,journal,,Controlled Clinical Trials,,,S84962792,,,Controlled Clinical Trials,0197-2456,journal,Elsevier BV,,,,,,,,,,
journal:S36838616,journal,,Cytotherapy,,,S36838616,,,Cytotherapy,1465-3249,journal,Elsevier BV,,,,,,,,,,
journal:S7407052059,journal,,Dagstuhl Research Online Publication Server,,,S7407052059,,,Dagstuhl Research Online Publication Server,,repository,,,,,,,,,,,
journal:S121920818,journal,,Data Mining and Knowledge Discovery,,,S121920818,,,Data Mining and Knowledge Discovery,1384-5810,journal,Springer Science+Business Media,,,,,,,,,,
journal:S4406923043,journal,,Defense Technical Information Center (DTIC),,,S4406923043,,,Defense Technical Information Center (DTIC),,repository,,,,,,,,,,,
journal:S2764877394,journal,,Dementia and Geriatric Cognitive Disorders Extra,,,S2764877394,,,Dementia and Geriatric Cognitive Disorders Extra,1664-5464,journal,Karger Publishers,,,,,,,,,,
journal:S104375418,journal,,Diabetologia,,,S104375418,,,Diabetologia,0012-186X,journal,Springer Science+Business Media,,,,,,,,,,
journal:S4377196569,journal,,DROPS (Schloss Dagstuhl – Leibniz Center for Informatics),,,S4377196569,,,DROPS (Schloss Dagstuhl – Leibniz Center for Informatics),,repository,Schloss Dagstuhl – Leibniz Center for Informatics,,,,,,,,,,
journal:S4377196388,journal,,DSPACE System - Metalibrary (University of the Coast),,,S4377196388,,,DSPACE System - Metalibrary (University of the Coast),,repository,University of the Coast,,,,,,,,,,
journal:S88315673,journal,,Ecological Modelling,,,S88315673,,,Ecological Modelling,0304-3800,journal,Elsevier BV,,,,,,,,,,
journal:S35917800,journal,,Ecology,,,S35917800,,,Ecology,0012-9658,journal,Wiley,,,,,,,,,,
journal:S95464858,journal,,Econometrica,,,S95464858,,,Econometrica,0012-9682,journal,Wiley,,,,,,,,,,
journal:S108845946,journal,,Economica,,,S108845946,,,Economica,0013-0427,journal,Wiley,,,,,,,,,,
journal:S176831015,journal,,Educational and Psychological Measurement,,,S176831015,,,Educational and Psychological Measurement,0013-1644,journal,SAGE Publishing,,,,,,,,,,
journal:S55175622,journal,,Educational Researcher,,,S55175622,,,Educational Researcher,0013-189X,journal,SAGE Publishing,,,,,,,,,,
journal:S134335455,journal,,Eighteenth-Century Studies,,,S134335455,,,Eighteenth-Century Studies,0013-2586,journal,Johns Hopkins University Press,,,,,,,,,,
journal:name:electronics: a first course,journal,,Electronics: A First Course,,,name:electronics: a first course,,,Electronics: A First Course,,,,,,,,,,,,,
journal:S4306463230,journal,,Elsevier eBooks,,,S4306463230,,,Elsevier eBooks,,ebook platform,Elsevier BV,,,,,,,,,,
journal:S2914327366,journal,,EMBnet journal,,,S2914327366,,,EMBnet journal,2226-6089,journal,,,,,,,,,,,
journal:name:encyclopedia of behavioral medicine,journal,,Encyclopedia of Behavioral Medicine,,,name:encyclopedia of behavioral medicine,,,Encyclopedia of Behavioral Medicine,,,,,,,,,,,,,
journal:name:encyclopedia of the sciences of learning,journal,,Encyclopedia of the Sciences of Learning,,,name:encyclopedia of the sciences of learning,,,Encyclopedia of the Sciences of Learning,,,,,,,,,,,,,
journal:S4210235606,journal,,ENLIGHTEN (Jurnal Bimbingan dan Konseling Islam),,,S4210235606,,,ENLIGHTEN (Jurnal Bimbingan dan Konseling Islam),2622-8912,journal,,,,,,,,,,,
journal:S4306400115,journal,,eScholarship (California Digital Library),,,S4306400115,,,eScholarship (California Digital Library),,repository,California Digital Library,,,,,,,,,,
journal:S94775995,journal,,European Business Review,,,S94775995,,,European Business Review,0955-534X,journal,Emerald Publishing Limited,,,,,,,,,,
journal:S16731738,journal,,European Journal of Cancer,,,S16731738,,,European Journal of Cancer,0959-8049,journal,Elsevier BV,,,,,,,,,,
journal:S48690275,journal,,European Journal of Epidemiology,,,S48690275,,,European Journal of Epidemiology,0393-2990,journal,Springer Science+Business Media,,,,,,,,,,
journal:S103321696,journal,,European Journal of Operational Research,,,S103321696,,,European Journal of Operational Research,0377-2217,journal,Elsevier BV,,,,,,,,,,
journal:S4210207896,journal,,European Respiratory Journal,,,S4210207896,,,European Respiratory Journal,0903-1936,journal,European Respiratory Society,,,,,,,,,,
journal:S17192686,journal,,Evaluation & Research in Education,,,S17192686,,,Evaluation & Research in Education,0950-0790,journal,Routledge,,,,,,,,,,
journal:S87560609,journal,,Evolution,,,S87560609,,,Evolution,0014-3820,journal,Oxford University Press,,,,,,,,,,
journal:S47042909,journal,,Feminist Review,,,S47042909,,,Feminist Review,0141-7789,journal,SAGE Publishing,,,,,,,,,,
journal:S192660949,journal,,Feminist Studies,,,S192660949,,,Feminist Studies,0046-3663,journal,Feminist Studies,,,,,,,,,,
journal:S83253694,journal,,Field Methods,,,S83253694,,,Field Methods,1525-822X,journal,SAGE Publishing,,,,,,,,,,
journal:name:food and culture,journal,,Food and Culture,,,name:food and culture,,,Food and Culture,,,,,,,,,,,,,
journal:S4210188176,journal,,Foundations and Trends® in Machine Learning,,,S4210188176,,,Foundations and Trends® in Machine Learning,1935-8237,journal,Now Publishers,,,,,,,,,,
journal:S128018148,journal,,Free Radical Biology and Medicine,,,S128018148,,,Free Radical Biology and Medicine,0891-5849,journal,Elsevier BV,,,,,,,,,,
journal:S169411308,journal,,Fuzzy Sets and Systems,,,S169411308,,,Fuzzy Sets and Systems,0165-0114,journal,Elsevier BV,,,,,,,,,,
journal:S3961818,journal,,General Pharmacology The Vascular System,,,S3961818,,,General Pharmacology The Vascular System,0306-3623,journal,Elsevier BV,,,,,,,,,,
journal:S65932378,journal,,Genetics,,,S65932378,,,Genetics,0016-6731,journal,Oxford University Press,,,,,,,,,,
journal:S187186932,journal,,Genetics in Medicine,,,S187186932,,,Genetics in Medicine,1098-3600,journal,Elsevier BV,,,,,,,,,,
journal:S81160022,journal,,Genome biology,,,S81160022,,,Genome biology,1474-7596,journal,BioMed Central,,,,,,,,,,
journal:S29311329,journal,,Geological Society London Special Publications,,,S29311329,,,Geological Society London Special Publications,0305-8719,journal,Geological Society of London,,,,,,,,,,
journal:S190989491,journal,,Gerontology,,,S190989491,,,Gerontology,0304-324X,journal,Karger Publishers,,,,,,,,,,
journal:S170199316,journal,,Géotechnique,,,S170199316,,,Géotechnique,0016-8505,journal,ICE Publishing,,,,,,,,,,
journal:S129458801,journal,,Harvard Educational Review,,,S129458801,,,Harvard Educational Review,0017-8055,journal,Harvard University Press,,,,,,,,,,
journal:S4306463363,journal,,Harvard University Press eBooks,,,S4306463363,,,Harvard University Press eBooks,,ebook platform,Harvard University Press,,,,,,,,,,
journal:S4210209709,journal,,Health Policy,,,S4210209709,,,Health Policy,0168-8510,journal,Elsevier BV,,,,,,,,,,
journal:S176903982,journal,,Health Promotion Practice,,,S176903982,,,Health Promotion Practice,1524-8399,journal,SAGE Publishing,,,,,,,,,,
journal:name:http://www-stat.stanford.edu/~hastie/papers/eslii.pdf,journal,,http://www-stat.stanford.edu/~hastie/Papers/ESLII.pdf,,,name:http://www-stat.stanford.edu/~hastie/papers/eslii.pdf,,,http://www-stat.stanford.edu/~hastie/Papers/ESLII.pdf,,,,,,,,,,,,,
